,id,data_set,data_set_label,indicator,period_type,period_from,period_to,country_key,country_label,bz_key,bz_short,bz_long,operator_key,operator_label,tso_eic_code,direction_key,adjacent_systems_key,adjacent_systems_label,year,month,day,unit,value,count_point_presents,flow_status,points_names,last_update_date_time,region_key,adjacent_bz_key
4245,1AggregatesDEDE-GASPOOL-DE-TSO-0005entryTransmission2021-01-02T17:00:00+00:002021-01-02T18:00:00+00:00Allocation,1,Aggregates,Allocation,hour,2021-01-02T18:00:00+01:00,2021-01-02T19:00:00+01:00,DE,Germany,DE-GASPOOL-,GASPOOL,GASPOOL Balancing Zone,DE-TSO-0005,Gasunie Deutschland Transport Services GmbH,21X-DE-D-A0A0A-K,entry,Transmission,Transmission,2021,1,2,kWh/h,17914518.0,4,Provisionnal,Dornum / NETRA (GUD)|Emden (EPT1) (GUD)|Greifswald / GUD|Lubmin II,2021-02-21T12:51:35+01:00,NWE,-----------
4246,1AggregatesDEDE-GASPOOL-DE-TSO-0005entryTransmission2021-01-02T17:00:00+00:002021-01-02T18:00:00+00:00Nomination/Renomination,1,Aggregates,Nomination/Renomination,hour,2021-01-02T18:00:00+01:00,2021-01-02T19:00:00+01:00,DE,Germany,DE-GASPOOL-,GASPOOL,GASPOOL Balancing Zone,DE-TSO-0005,Gasunie Deutschland Transport Services GmbH,21X-DE-D-A0A0A-K,entry,Transmission,Transmission,2021,1,2,kWh/h,17914518.0,4,Provisionnal,Dornum / NETRA (GUD)|Emden (EPT1) (GUD)|Greifswald / GUD|Lubmin II,2021-01-03T05:30:19+01:00,NWE,-----------
4247,1AggregatesDEDE-GASPOOL-DE-TSO-0005entryTransmission2021-01-02T17:00:00+00:002021-01-02T18:00:00+00:00Physical Flow,1,Aggregates,Physical Flow,hour,2021-01-02T18:00:00+01:00,2021-01-02T19:00:00+01:00,DE,Germany,DE-GASPOOL-,GASPOOL,GASPOOL Balancing Zone,DE-TSO-0005,Gasunie Deutschland Transport Services GmbH,21X-DE-D-A0A0A-K,entry,Transmission,Transmission,2021,1,2,kWh/h,71451826.0,4,Provisionnal,Dornum / NETRA (GUD)|Emden (EPT1) (GUD)|Greifswald / GUD|Lubmin II,2021-02-21T11:40:47+01:00,NWE,-----------
4262,1AggregatesDEDE-GASPOOL-DE-TSO-0005exitTransmission2021-01-02T17:00:00+00:002021-01-02T18:00:00+00:00Allocation,1,Aggregates,Allocation,hour,2021-01-02T18:00:00+01:00,2021-01-02T19:00:00+01:00,DE,Germany,DE-GASPOOL-,GASPOOL,GASPOOL Balancing Zone,DE-TSO-0005,Gasunie Deutschland Transport Services GmbH,21X-DE-D-A0A0A-K,exit,Transmission,Transmission,2021,1,2,kWh/h,0.0,2,Provisionnal,Dornum / NETRA (GUD)|Emden (EPT1) (GUD),2021-02-21T12:51:35+01:00,NWE,-----------
4263,1AggregatesDEDE-GASPOOL-DE-TSO-0005exitTransmission2021-01-02T17:00:00+00:002021-01-02T18:00:00+00:00Nomination/Renomination,1,Aggregates,Nomination/Renomination,hour,2021-01-02T18:00:00+01:00,2021-01-02T19:00:00+01:00,DE,Germany,DE-GASPOOL-,GASPOOL,GASPOOL Balancing Zone,DE-TSO-0005,Gasunie Deutschland Transport Services GmbH,21X-DE-D-A0A0A-K,exit,Transmission,Transmission,2021,1,2,kWh/h,0.0,2,Provisionnal,Dornum / NETRA (GUD)|Emden (EPT1) (GUD),2021-01-03T05:30:19+01:00,NWE,-----------
4306,1AggregatesDEDE-GASPOOL-DE-TSO-0009entryTransmission2021-01-02T17:00:00+00:002021-01-02T18:00:00+00:00Allocation,1,Aggregates,Allocation,hour,2021-01-02T18:00:00+01:00,2021-01-02T19:00:00+01:00,DE,Germany,DE-GASPOOL-,GASPOOL,GASPOOL Balancing Zone,DE-TSO-0009,Open Grid Europe GmbH,21X-DE-C-A0A0A-T,entry,Transmission,Transmission,2021,1,2,kWh/h,1659658.0,1,Provisionnal,Dornum GASPOOL,2021-01-31T09:56:22+01:00,NWE,-----------
4307,1AggregatesDEDE-GASPOOL-DE-TSO-0009entryTransmission2021-01-02T17:00:00+00:002021-01-02T18:00:00+00:00Nomination/Renomination,1,Aggregates,Nomination/Renomination,hour,2021-01-02T18:00:00+01:00,2021-01-02T19:00:00+01:00,DE,Germany,DE-GASPOOL-,GASPOOL,GASPOOL Balancing Zone,DE-TSO-0009,Open Grid Europe GmbH,21X-DE-C-A0A0A-T,entry,Transmission,Transmission,2021,1,2,kWh/h,1659658.0,1,Provisionnal,Dornum GASPOOL,2021-01-04T14:49:04+01:00,NWE,-----------
4308,1AggregatesDEDE-GASPOOL-DE-TSO-0009entryTransmission2021-01-02T17:00:00+00:002021-01-02T18:00:00+00:00Physical Flow,1,Aggregates,Physical Flow,hour,2021-01-02T18:00:00+01:00,2021-01-02T19:00:00+01:00,DE,Germany,DE-GASPOOL-,GASPOOL,GASPOOL Balancing Zone,DE-TSO-0009,Open Grid Europe GmbH,21X-DE-C-A0A0A-T,entry,Transmission,Transmission,2021,1,2,kWh/h,20995517.63,1,Provisionnal,Dornum GASPOOL,2021-01-05T12:41:06+01:00,NWE,-----------
4315,1AggregatesDEDE-NCG-----DE-TSO-0009entryTransmission2021-01-02T17:00:00+00:002021-01-02T18:00:00+00:00Allocation,1,Aggregates,Allocation,hour,2021-01-02T18:00:00+01:00,2021-01-02T19:00:00+01:00,DE,Germany,DE-NCG-----,NCG,NCG Balancing Zone,DE-TSO-0009,Open Grid Europe GmbH,21X-DE-C-A0A0A-T,entry,Transmission,Transmission,2021,1,2,kWh/h,9841839.0,2,Provisionnal,Dornum / NETRA (OGE)|Emden (EPT1) (OGE),2021-02-01T09:50:30+01:00,NWE,-----------
4316,1AggregatesDEDE-NCG-----DE-TSO-0009entryTransmission2021-01-02T17:00:00+00:002021-01-02T18:00:00+00:00Nomination/Renomination,1,Aggregates,Nomination/Renomination,hour,2021-01-02T18:00:00+01:00,2021-01-02T19:00:00+01:00,DE,Germany,DE-NCG-----,NCG,NCG Balancing Zone,DE-TSO-0009,Open Grid Europe GmbH,21X-DE-C-A0A0A-T,entry,Transmission,Transmission,2021,1,2,kWh/h,9841839.0,2,Provisionnal,Dornum / NETRA (OGE)|Emden (EPT1) (OGE),2021-01-04T14:49:04+01:00,NWE,-----------
4317,1AggregatesDEDE-NCG-----DE-TSO-0009entryTransmission2021-01-02T17:00:00+00:002021-01-02T18:00:00+00:00Physical Flow,1,Aggregates,Physical Flow,hour,2021-01-02T18:00:00+01:00,2021-01-02T19:00:00+01:00,DE,Germany,DE-NCG-----,NCG,NCG Balancing Zone,DE-TSO-0009,Open Grid Europe GmbH,21X-DE-C-A0A0A-T,entry,Transmission,Transmission,2021,1,2,kWh/h,20995517.63,2,Provisionnal,Dornum / NETRA (OGE)|Emden (EPT1) (OGE),2021-01-05T12:41:06+01:00,NWE,-----------
4340,1AggregatesDEDE-GASPOOL-DE-TSO-0009exitTransmission2021-01-02T17:00:00+00:002021-01-02T18:00:00+00:00Allocation,1,Aggregates,Allocation,hour,2021-01-02T18:00:00+01:00,2021-01-02T19:00:00+01:00,DE,Germany,DE-GASPOOL-,GASPOOL,GASPOOL Balancing Zone,DE-TSO-0009,Open Grid Europe GmbH,21X-DE-C-A0A0A-T,exit,Transmission,Transmission,2021,1,2,kWh/h,0.0,1,Provisionnal,Dornum GASPOOL,2021-01-05T13:43:57+01:00,NWE,-----------
4341,1AggregatesDEDE-GASPOOL-DE-TSO-0009exitTransmission2021-01-02T17:00:00+00:002021-01-02T18:00:00+00:00Nomination/Renomination,1,Aggregates,Nomination/Renomination,hour,2021-01-02T18:00:00+01:00,2021-01-02T19:00:00+01:00,DE,Germany,DE-GASPOOL-,GASPOOL,GASPOOL Balancing Zone,DE-TSO-0009,Open Grid Europe GmbH,21X-DE-C-A0A0A-T,exit,Transmission,Transmission,2021,1,2,kWh/h,0.0,1,Provisionnal,Dornum GASPOOL,2021-01-04T14:49:04+01:00,NWE,-----------
4342,1AggregatesDEDE-GASPOOL-DE-TSO-0009exitTransmission2021-01-02T17:00:00+00:002021-01-02T18:00:00+00:00Physical Flow,1,Aggregates,Physical Flow,hour,2021-01-02T18:00:00+01:00,2021-01-02T19:00:00+01:00,DE,Germany,DE-GASPOOL-,GASPOOL,GASPOOL Balancing Zone,DE-TSO-0009,Open Grid Europe GmbH,21X-DE-C-A0A0A-T,exit,Transmission,Transmission,2021,1,2,kWh/h,0.0,1,Provisionnal,Dornum GASPOOL,2021-01-05T12:41:06+01:00,NWE,-----------
4348,1AggregatesDEDE-NCG-----DE-TSO-0009exitTransmission2021-01-02T17:00:00+00:002021-01-02T18:00:00+00:00Allocation,1,Aggregates,Allocation,hour,2021-01-02T18:00:00+01:00,2021-01-02T19:00:00+01:00,DE,Germany,DE-NCG-----,NCG,NCG Balancing Zone,DE-TSO-0009,Open Grid Europe GmbH,21X-DE-C-A0A0A-T,exit,Transmission,Transmission,2021,1,2,kWh/h,0.0,2,Provisionnal,Dornum / NETRA (OGE)|Emden (EPT1) (OGE),2021-01-05T13:43:57+01:00,NWE,-----------
4349,1AggregatesDEDE-NCG-----DE-TSO-0009exitTransmission2021-01-02T17:00:00+00:002021-01-02T18:00:00+00:00Nomination/Renomination,1,Aggregates,Nomination/Renomination,hour,2021-01-02T18:00:00+01:00,2021-01-02T19:00:00+01:00,DE,Germany,DE-NCG-----,NCG,NCG Balancing Zone,DE-TSO-0009,Open Grid Europe GmbH,21X-DE-C-A0A0A-T,exit,Transmission,Transmission,2021,1,2,kWh/h,0.0,2,Provisionnal,Dornum / NETRA (OGE)|Emden (EPT1) (OGE),2021-01-04T14:49:04+01:00,NWE,-----------
4350,1AggregatesDEDE-NCG-----DE-TSO-0009exitTransmission2021-01-02T17:00:00+00:002021-01-02T18:00:00+00:00Physical Flow,1,Aggregates,Physical Flow,hour,2021-01-02T18:00:00+01:00,2021-01-02T19:00:00+01:00,DE,Germany,DE-NCG-----,NCG,NCG Balancing Zone,DE-TSO-0009,Open Grid Europe GmbH,21X-DE-C-A0A0A-T,exit,Transmission,Transmission,2021,1,2,kWh/h,0.0,2,Provisionnal,Dornum / NETRA (OGE)|Emden (EPT1) (OGE),2021-01-05T12:41:06+01:00,NWE,-----------
4373,1AggregatesDEDE-GASPOOL-DE-TSO-0016entryTransmission2021-01-02T17:00:00+00:002021-01-02T18:00:00+00:00Allocation,1,Aggregates,Allocation,hour,2021-01-02T18:00:00+01:00,2021-01-02T19:00:00+01:00,DE,Germany,DE-GASPOOL-,GASPOOL,GASPOOL Balancing Zone,DE-TSO-0016,OPAL Gastransport GmbH & Co. KG,21X0000000011845,entry,Transmission,Transmission,2021,1,2,kWh/h,15864532.0,1,Provisionnal,Greifswald / OPAL,2021-01-03T12:53:06+01:00,NWE,-----------
4374,1AggregatesDEDE-GASPOOL-DE-TSO-0016entryTransmission2021-01-02T17:00:00+00:002021-01-02T18:00:00+00:00Nomination/Renomination,1,Aggregates,Nomination/Renomination,hour,2021-01-02T18:00:00+01:00,2021-01-02T19:00:00+01:00,DE,Germany,DE-GASPOOL-,GASPOOL,GASPOOL Balancing Zone,DE-TSO-0016,OPAL Gastransport GmbH & Co. KG,21X0000000011845,entry,Transmission,Transmission,2021,1,2,kWh/h,15864532.0,1,Provisionnal,Greifswald / OPAL,2021-01-03T05:30:19+01:00,NWE,-----------
4375,1AggregatesDEDE-GASPOOL-DE-TSO-0016entryTransmission2021-01-02T17:00:00+00:002021-01-02T18:00:00+00:00Physical Flow,1,Aggregates,Physical Flow,hour,2021-01-02T18:00:00+01:00,2021-01-02T19:00:00+01:00,DE,Germany,DE-GASPOOL-,GASPOOL,GASPOOL Balancing Zone,DE-TSO-0016,OPAL Gastransport GmbH & Co. KG,21X0000000011845,entry,Transmission,Transmission,2021,1,2,kWh/h,22928576.0,1,Provisionnal,Greifswald / OPAL,2021-02-08T05:50:46+01:00,NWE,-----------
4379,1AggregatesDEDE-GASPOOL-DE-TSO-0017entryTransmission2021-01-02T17:00:00+00:002021-01-02T18:00:00+00:00Allocation,1,Aggregates,Allocation,hour,2021-01-02T18:00:00+01:00,2021-01-02T19:00:00+01:00,DE,Germany,DE-GASPOOL-,GASPOOL,GASPOOL Balancing Zone,DE-TSO-0017,NEL Gastransport GmbH,21X000000001143J,entry,Transmission,Transmission,2021,1,2,kWh/h,14291845.0,1,Provisionnal,Greifswald / NEL,2021-01-03T12:53:06+01:00,NWE,-----------
4380,1AggregatesDEDE-GASPOOL-DE-TSO-0017entryTransmission2021-01-02T17:00:00+00:002021-01-02T18:00:00+00:00Nomination/Renomination,1,Aggregates,Nomination/Renomination,hour,2021-01-02T18:00:00+01:00,2021-01-02T19:00:00+01:00,DE,Germany,DE-GASPOOL-,GASPOOL,GASPOOL Balancing Zone,DE-TSO-0017,NEL Gastransport GmbH,21X000000001143J,entry,Transmission,Transmission,2021,1,2,kWh/h,14291845.0,1,Provisionnal,Greifswald / NEL,2021-01-03T05:30:19+01:00,NWE,-----------
4381,1AggregatesDEDE-GASPOOL-DE-TSO-0017entryTransmission2021-01-02T17:00:00+00:002021-01-02T18:00:00+00:00Physical Flow,1,Aggregates,Physical Flow,hour,2021-01-02T18:00:00+01:00,2021-01-02T19:00:00+01:00,DE,Germany,DE-GASPOOL-,GASPOOL,GASPOOL Balancing Zone,DE-TSO-0017,NEL Gastransport GmbH,21X000000001143J,entry,Transmission,Transmission,2021,1,2,kWh/h,50456308.0,1,Provisionnal,Greifswald / NEL,2021-02-08T05:50:46+01:00,NWE,-----------
4425,1AggregatesDEDE-GASPOOL-DE-TSO-0018entryTransmission2021-01-02T19:00:00+00:002021-01-02T20:00:00+00:00Allocation,1,Aggregates,Allocation,hour,2021-01-02T20:00:00+01:00,2021-01-02T21:00:00+01:00,DE,Germany,DE-GASPOOL-,GASPOOL,GASPOOL Balancing Zone,DE-TSO-0018,Fluxys Deutschland GmbH,21X0000000012388,entry,Transmission,Transmission,2021,1,2,kWh/h,10805611.0,2,Provisionnal,Greifswald / Fluxys Deutschland|Lubmin II,2021-01-29T11:54:06+01:00,NWE,-----------
4426,1AggregatesDEDE-GASPOOL-DE-TSO-0018entryTransmission2021-01-02T19:00:00+00:002021-01-02T20:00:00+00:00Nomination/Renomination,1,Aggregates,Nomination/Renomination,hour,2021-01-02T20:00:00+01:00,2021-01-02T21:00:00+01:00,DE,Germany,DE-GASPOOL-,GASPOOL,GASPOOL Balancing Zone,DE-TSO-0018,Fluxys Deutschland GmbH,21X0000000012388,entry,Transmission,Transmission,2021,1,2,kWh/h,10805611.0,2,Provisionnal,Greifswald / Fluxys Deutschland|Lubmin II,2021-01-03T08:32:51+01:00,NWE,-----------
4432,1AggregatesDEDE-GASPOOL-DE-TSO-0018exitTransmission2021-01-02T19:00:00+00:002021-01-02T20:00:00+00:00Allocation,1,Aggregates,Allocation,hour,2021-01-02T20:00:00+01:00,2021-01-02T21:00:00+01:00,DE,Germany,DE-GASPOOL-,GASPOOL,GASPOOL Balancing Zone,DE-TSO-0018,Fluxys Deutschland GmbH,21X0000000012388,exit,Transmission,Transmission,2021,1,2,kWh/h,0.0,2,Provisionnal,Greifswald / Fluxys Deutschland|Lubmin II,2021-01-29T11:54:06+01:00,NWE,-----------
4433,1AggregatesDEDE-GASPOOL-DE-TSO-0018exitTransmission2021-01-02T19:00:00+00:002021-01-02T20:00:00+00:00Nomination/Renomination,1,Aggregates,Nomination/Renomination,hour,2021-01-02T20:00:00+01:00,2021-01-02T21:00:00+01:00,DE,Germany,DE-GASPOOL-,GASPOOL,GASPOOL Balancing Zone,DE-TSO-0018,Fluxys Deutschland GmbH,21X0000000012388,exit,Transmission,Transmission,2021,1,2,kWh/h,0.0,2,Provisionnal,Greifswald / Fluxys Deutschland|Lubmin II,2021-01-03T08:32:51+01:00,NWE,-----------
4439,1AggregatesDEDE-GASPOOL-DE-TSO-0020entryTransmission2021-01-02T19:00:00+00:002021-01-02T20:00:00+00:00Nomination/Renomination,1,Aggregates,Nomination/Renomination,hour,2021-01-02T20:00:00+01:00,2021-01-02T21:00:00+01:00,DE,Germany,DE-GASPOOL-,GASPOOL,GASPOOL Balancing Zone,DE-TSO-0020,Lubmin-Brandov Gastransport GmbH,21X000000001309B,entry,Transmission,Transmission,2021,1,2,kWh/h,0.0,1,Provisionnal,Greifswald / LBTG,2021-01-03T08:32:51+01:00,NWE,-----------
4444,1AggregatesDEDE-GASPOOL-DE-TSO-0001entryTransmission2021-01-02T18:00:00+00:002021-01-02T19:00:00+00:00Allocation,1,Aggregates,Allocation,hour,2021-01-02T19:00:00+01:00,2021-01-02T20:00:00+01:00,DE,Germany,DE-GASPOOL-,GASPOOL,GASPOOL Balancing Zone,DE-TSO-0001,GASCADE Gastransport GmbH,21X-DE-H-A0A0A-L,entry,Transmission,Transmission,2021,1,2,kWh/h,12590410.0,1,Provisionnal,Lubmin II,2021-01-03T12:53:06+01:00,NWE,-----------
4445,1AggregatesDEDE-GASPOOL-DE-TSO-0001entryTransmission2021-01-02T18:00:00+00:002021-01-02T19:00:00+00:00Nomination/Renomination,1,Aggregates,Nomination/Renomination,hour,2021-01-02T19:00:00+01:00,2021-01-02T20:00:00+01:00,DE,Germany,DE-GASPOOL-,GASPOOL,GASPOOL Balancing Zone,DE-TSO-0001,GASCADE Gastransport GmbH,21X-DE-H-A0A0A-L,entry,Transmission,Transmission,2021,1,2,kWh/h,12590410.0,1,Provisionnal,Lubmin II,2021-01-03T05:30:19+01:00,NWE,-----------
4446,1AggregatesDEDE-GASPOOL-DE-TSO-0001entryTransmission2021-01-02T18:00:00+00:002021-01-02T19:00:00+00:00Physical Flow,1,Aggregates,Physical Flow,hour,2021-01-02T19:00:00+01:00,2021-01-02T20:00:00+01:00,DE,Germany,DE-GASPOOL-,GASPOOL,GASPOOL Balancing Zone,DE-TSO-0001,GASCADE Gastransport GmbH,21X-DE-H-A0A0A-L,entry,Transmission,Transmission,2021,1,2,kWh/h,0.0,1,Provisionnal,Lubmin II,2021-02-08T05:50:46+01:00,NWE,-----------
4485,1AggregatesDEDE-NCG-----DE-TSO-0002entryTransmission2021-01-02T18:00:00+00:002021-01-02T19:00:00+00:00Allocation,1,Aggregates,Allocation,hour,2021-01-02T19:00:00+01:00,2021-01-02T20:00:00+01:00,DE,Germany,DE-NCG-----,NCG,NCG Balancing Zone,DE-TSO-0002,Thyssengas GmbH,21X-DE-G-A0A0A-U,entry,Transmission,Transmission,2021,1,2,kWh/h,1889249.0,1,Provisionnal,Emden (EPT1) (Thyssengas),2021-01-03T14:53:49+01:00,NWE,-----------
4486,1AggregatesDEDE-NCG-----DE-TSO-0002entryTransmission2021-01-02T18:00:00+00:002021-01-02T19:00:00+00:00Nomination/Renomination,1,Aggregates,Nomination/Renomination,hour,2021-01-02T19:00:00+01:00,2021-01-02T20:00:00+01:00,DE,Germany,DE-NCG-----,NCG,NCG Balancing Zone,DE-TSO-0002,Thyssengas GmbH,21X-DE-G-A0A0A-U,entry,Transmission,Transmission,2021,1,2,kWh/h,1889249.0,1,Provisionnal,Emden (EPT1) (Thyssengas),2021-01-03T05:30:19+01:00,NWE,-----------
4497,1AggregatesDEDE-NCG-----DE-TSO-0002exitTransmission2021-01-02T18:00:00+00:002021-01-02T19:00:00+00:00Allocation,1,Aggregates,Allocation,hour,2021-01-02T19:00:00+01:00,2021-01-02T20:00:00+01:00,DE,Germany,DE-NCG-----,NCG,NCG Balancing Zone,DE-TSO-0002,Thyssengas GmbH,21X-DE-G-A0A0A-U,exit,Transmission,Transmission,2021,1,2,kWh/h,0.0,1,Provisionnal,Emden (EPT1) (Thyssengas),2021-01-03T14:53:49+01:00,NWE,-----------
4498,1AggregatesDEDE-NCG-----DE-TSO-0002exitTransmission2021-01-02T18:00:00+00:002021-01-02T19:00:00+00:00Nomination/Renomination,1,Aggregates,Nomination/Renomination,hour,2021-01-02T19:00:00+01:00,2021-01-02T20:00:00+01:00,DE,Germany,DE-NCG-----,NCG,NCG Balancing Zone,DE-TSO-0002,Thyssengas GmbH,21X-DE-G-A0A0A-U,exit,Transmission,Transmission,2021,1,2,kWh/h,0.0,1,Provisionnal,Emden (EPT1) (Thyssengas),2021-01-03T05:30:19+01:00,NWE,-----------
4509,1AggregatesDEDE-GASPOOL-DE-TSO-0003entryTransmission2021-01-02T18:00:00+00:002021-01-02T19:00:00+00:00Allocation,1,Aggregates,Allocation,hour,2021-01-02T19:00:00+01:00,2021-01-02T20:00:00+01:00,DE,Germany,DE-GASPOOL-,GASPOOL,GASPOOL Balancing Zone,DE-TSO-0003,ONTRAS Gastransport GmbH,21X-DE-F-A0A0A-2,entry,Transmission,Transmission,2021,1,2,kWh/h,4113698.0,1,Provisionnal,Lubmin II,2021-01-05T10:54:40+01:00,NWE,-----------
4510,1AggregatesDEDE-GASPOOL-DE-TSO-0003entryTransmission2021-01-02T18:00:00+00:002021-01-02T19:00:00+00:00Nomination/Renomination,1,Aggregates,Nomination/Renomination,hour,2021-01-02T19:00:00+01:00,2021-01-02T20:00:00+01:00,DE,Germany,DE-GASPOOL-,GASPOOL,GASPOOL Balancing Zone,DE-TSO-0003,ONTRAS Gastransport GmbH,21X-DE-F-A0A0A-2,entry,Transmission,Transmission,2021,1,2,kWh/h,4113698.0,1,Provisionnal,Lubmin II,2021-03-25T17:04:55+01:00,NWE,-----------
4558,1AggregatesDEDE-GASPOOL-DE-TSO-0005entryTransmission2021-01-02T18:00:00+00:002021-01-02T19:00:00+00:00Allocation,1,Aggregates,Allocation,hour,2021-01-02T19:00:00+01:00,2021-01-02T20:00:00+01:00,DE,Germany,DE-GASPOOL-,GASPOOL,GASPOOL Balancing Zone,DE-TSO-0005,Gasunie Deutschland Transport Services GmbH,21X-DE-D-A0A0A-K,entry,Transmission,Transmission,2021,1,2,kWh/h,17914518.0,4,Provisionnal,Dornum / NETRA (GUD)|Emden (EPT1) (GUD)|Greifswald / GUD|Lubmin II,2021-02-21T12:51:35+01:00,NWE,-----------
4559,1AggregatesDEDE-GASPOOL-DE-TSO-0005entryTransmission2021-01-02T18:00:00+00:002021-01-02T19:00:00+00:00Nomination/Renomination,1,Aggregates,Nomination/Renomination,hour,2021-01-02T19:00:00+01:00,2021-01-02T20:00:00+01:00,DE,Germany,DE-GASPOOL-,GASPOOL,GASPOOL Balancing Zone,DE-TSO-0005,Gasunie Deutschland Transport Services GmbH,21X-DE-D-A0A0A-K,entry,Transmission,Transmission,2021,1,2,kWh/h,17914518.0,4,Provisionnal,Dornum / NETRA (GUD)|Emden (EPT1) (GUD)|Greifswald / GUD|Lubmin II,2021-01-03T05:30:19+01:00,NWE,-----------
4560,1AggregatesDEDE-GASPOOL-DE-TSO-0005entryTransmission2021-01-02T18:00:00+00:002021-01-02T19:00:00+00:00Physical Flow,1,Aggregates,Physical Flow,hour,2021-01-02T19:00:00+01:00,2021-01-02T20:00:00+01:00,DE,Germany,DE-GASPOOL-,GASPOOL,GASPOOL Balancing Zone,DE-TSO-0005,Gasunie Deutschland Transport Services GmbH,21X-DE-D-A0A0A-K,entry,Transmission,Transmission,2021,1,2,kWh/h,71420141.0,4,Provisionnal,Dornum / NETRA (GUD)|Emden (EPT1) (GUD)|Greifswald / GUD|Lubmin II,2021-02-21T11:40:47+01:00,NWE,-----------
4575,1AggregatesDEDE-GASPOOL-DE-TSO-0005exitTransmission2021-01-02T18:00:00+00:002021-01-02T19:00:00+00:00Allocation,1,Aggregates,Allocation,hour,2021-01-02T19:00:00+01:00,2021-01-02T20:00:00+01:00,DE,Germany,DE-GASPOOL-,GASPOOL,GASPOOL Balancing Zone,DE-TSO-0005,Gasunie Deutschland Transport Services GmbH,21X-DE-D-A0A0A-K,exit,Transmission,Transmission,2021,1,2,kWh/h,0.0,2,Provisionnal,Dornum / NETRA (GUD)|Emden (EPT1) (GUD),2021-02-21T12:51:35+01:00,NWE,-----------
4576,1AggregatesDEDE-GASPOOL-DE-TSO-0005exitTransmission2021-01-02T18:00:00+00:002021-01-02T19:00:00+00:00Nomination/Renomination,1,Aggregates,Nomination/Renomination,hour,2021-01-02T19:00:00+01:00,2021-01-02T20:00:00+01:00,DE,Germany,DE-GASPOOL-,GASPOOL,GASPOOL Balancing Zone,DE-TSO-0005,Gasunie Deutschland Transport Services GmbH,21X-DE-D-A0A0A-K,exit,Transmission,Transmission,2021,1,2,kWh/h,0.0,2,Provisionnal,Dornum / NETRA (GUD)|Emden (EPT1) (GUD),2021-01-03T05:30:19+01:00,NWE,-----------
4619,1AggregatesDEDE-GASPOOL-DE-TSO-0009entryTransmission2021-01-02T18:00:00+00:002021-01-02T19:00:00+00:00Allocation,1,Aggregates,Allocation,hour,2021-01-02T19:00:00+01:00,2021-01-02T20:00:00+01:00,DE,Germany,DE-GASPOOL-,GASPOOL,GASPOOL Balancing Zone,DE-TSO-0009,Open Grid Europe GmbH,21X-DE-C-A0A0A-T,entry,Transmission,Transmission,2021,1,2,kWh/h,1659658.0,1,Provisionnal,Dornum GASPOOL,2021-01-31T09:56:22+01:00,NWE,-----------
4620,1AggregatesDEDE-GASPOOL-DE-TSO-0009entryTransmission2021-01-02T18:00:00+00:002021-01-02T19:00:00+00:00Nomination/Renomination,1,Aggregates,Nomination/Renomination,hour,2021-01-02T19:00:00+01:00,2021-01-02T20:00:00+01:00,DE,Germany,DE-GASPOOL-,GASPOOL,GASPOOL Balancing Zone,DE-TSO-0009,Open Grid Europe GmbH,21X-DE-C-A0A0A-T,entry,Transmission,Transmission,2021,1,2,kWh/h,1659658.0,1,Provisionnal,Dornum GASPOOL,2021-01-04T14:49:04+01:00,NWE,-----------
4621,1AggregatesDEDE-GASPOOL-DE-TSO-0009entryTransmission2021-01-02T18:00:00+00:002021-01-02T19:00:00+00:00Physical Flow,1,Aggregates,Physical Flow,hour,2021-01-02T19:00:00+01:00,2021-01-02T20:00:00+01:00,DE,Germany,DE-GASPOOL-,GASPOOL,GASPOOL Balancing Zone,DE-TSO-0009,Open Grid Europe GmbH,21X-DE-C-A0A0A-T,entry,Transmission,Transmission,2021,1,2,kWh/h,21170692.94,1,Provisionnal,Dornum GASPOOL,2021-01-05T12:41:06+01:00,NWE,-----------
4628,1AggregatesDEDE-NCG-----DE-TSO-0009entryTransmission2021-01-02T18:00:00+00:002021-01-02T19:00:00+00:00Allocation,1,Aggregates,Allocation,hour,2021-01-02T19:00:00+01:00,2021-01-02T20:00:00+01:00,DE,Germany,DE-NCG-----,NCG,NCG Balancing Zone,DE-TSO-0009,Open Grid Europe GmbH,21X-DE-C-A0A0A-T,entry,Transmission,Transmission,2021,1,2,kWh/h,9841839.0,2,Provisionnal,Dornum / NETRA (OGE)|Emden (EPT1) (OGE),2021-02-01T09:50:30+01:00,NWE,-----------
4629,1AggregatesDEDE-NCG-----DE-TSO-0009entryTransmission2021-01-02T18:00:00+00:002021-01-02T19:00:00+00:00Nomination/Renomination,1,Aggregates,Nomination/Renomination,hour,2021-01-02T19:00:00+01:00,2021-01-02T20:00:00+01:00,DE,Germany,DE-NCG-----,NCG,NCG Balancing Zone,DE-TSO-0009,Open Grid Europe GmbH,21X-DE-C-A0A0A-T,entry,Transmission,Transmission,2021,1,2,kWh/h,9841839.0,2,Provisionnal,Dornum / NETRA (OGE)|Emden (EPT1) (OGE),2021-01-04T14:49:04+01:00,NWE,-----------
