;adjacent_bz_key;adjacent_systems_label;bz_key;country_key;direction_key;indicator;period_from;period_to;region_key;value
492;CZ---------;Czech;DE-GASPOOL-;DE;aggregated;Nomination/Renomination;2021-01-16T06:00:00+01:00;2021-01-17T06:00:00+01:00;WE;-1395371690.0
493;CZ---------;Czech;DE-GASPOOL-;DE;aggregated;Physical Flow;2021-01-16T06:00:00+01:00;2021-01-17T06:00:00+01:00;WE;-3368628644.0
494;DE-NCG-----;NCG;DE-GASPOOL-;DE;aggregated;Allocation;2021-01-16T06:00:00+01:00;2021-01-17T06:00:00+01:00;WE;-169082592.0
495;DE-NCG-----;NCG;DE-GASPOOL-;DE;aggregated;Nomination/Renomination;2021-01-16T06:00:00+01:00;2021-01-17T06:00:00+01:00;WE;-169082592.0
496;DE-NCG-----;NCG;DE-GASPOOL-;DE;aggregated;Physical Flow;2021-01-16T06:00:00+01:00;2021-01-17T06:00:00+01:00;WE;-540152744.0
497;E-LUX------;BeLux;DE-GASPOOL-;DE;aggregated;Allocation;2021-01-16T06:00:00+01:00;2021-01-17T06:00:00+01:00;WE;-96994144.0
498;E-LUX------;BeLux;DE-GASPOOL-;DE;aggregated;Nomination/Renomination;2021-01-16T06:00:00+01:00;2021-01-17T06:00:00+01:00;WE;-96994144.0
499;E-LUX------;BeLux;DE-GASPOOL-;DE;aggregated;Physical Flow;2021-01-16T06:00:00+01:00;2021-01-17T06:00:00+01:00;WE;-97944876.0
500;K-SE-------;Joint Bal Zone DK/SE;DE-GASPOOL-;DE;aggregated;Allocation;2021-01-16T06:00:00+01:00;2021-01-17T06:00:00+01:00;WE;-69832784.0
501;K-SE-------;Joint Bal Zone DK/SE;DE-GASPOOL-;DE;aggregated;Nomination/Renomination;2021-01-16T06:00:00+01:00;2021-01-17T06:00:00+01:00;WE;-69832784.0
502;K-SE-------;Joint Bal Zone DK/SE;DE-GASPOOL-;DE;aggregated;Physical Flow;2021-01-16T06:00:00+01:00;2021-01-17T06:00:00+01:00;WE;-74496832.0
503;NL---------;Netherlands;DE-GASPOOL-;DE;aggregated;Allocation;2021-01-16T06:00:00+01:00;2021-01-17T06:00:00+01:00;WE;-89264208.0
504;NL---------;Netherlands;DE-GASPOOL-;DE;aggregated;Nomination/Renomination;2021-01-16T06:00:00+01:00;2021-01-17T06:00:00+01:00;WE;-89264208.0
505;NL---------;Netherlands;DE-GASPOOL-;DE;aggregated;Physical Flow;2021-01-16T06:00:00+01:00;2021-01-17T06:00:00+01:00;WE;-80703452.0
506;PL---------;Poland H-gas;DE-GASPOOL-;DE;aggregated;Allocation;2021-01-16T06:00:00+01:00;2021-01-17T06:00:00+01:00;WE;-25968000.0
507;PL---------;Poland H-gas;DE-GASPOOL-;DE;aggregated;Nomination/Renomination;2021-01-16T06:00:00+01:00;2021-01-17T06:00:00+01:00;WE;-25968000.0
508;PL---------;Poland H-gas;DE-GASPOOL-;DE;aggregated;Physical Flow;2021-01-16T06:00:00+01:00;2021-01-17T06:00:00+01:00;WE;-26143110.0
509;PL-YAMAL---;TGPS (YAMAL);DE-GASPOOL-;DE;aggregated;Allocation;2021-01-16T06:00:00+01:00;2021-01-17T06:00:00+01:00;WE;851260872.0
510;PL-YAMAL---;TGPS (YAMAL);DE-GASPOOL-;DE;aggregated;Nomination/Renomination;2021-01-16T06:00:00+01:00;2021-01-17T06:00:00+01:00;WE;851260872.0
511;PL-YAMAL---;TGPS (YAMAL);DE-GASPOOL-;DE;aggregated;Physical Flow;2021-01-16T06:00:00+01:00;2021-01-17T06:00:00+01:00;WE;851349652.0
512;-----------;Final Consumers;DE-GASPOOL-;DE;aggregated;Allocation;2021-01-17T06:00:00+01:00;2021-01-18T06:00:00+01:00;WE;-37505582.0
513;-----------;Final Consumers;DE-GASPOOL-;DE;aggregated;Physical Flow;2021-01-17T06:00:00+01:00;2021-01-18T06:00:00+01:00;WE;-356284418.5
514;-----------;Production;DE-GASPOOL-;DE;aggregated;Allocation;2021-01-17T06:00:00+01:00;2021-01-18T06:00:00+01:00;WE;60379058.0
515;-----------;Production;DE-GASPOOL-;DE;aggregated;Nomination/Renomination;2021-01-17T06:00:00+01:00;2021-01-18T06:00:00+01:00;WE;66238521.0
516;-----------;Production;DE-GASPOOL-;DE;aggregated;Physical Flow;2021-01-17T06:00:00+01:00;2021-01-18T06:00:00+01:00;WE;129369313.962
517;-----------;Storage;DE-GASPOOL-;DE;aggregated;Allocation;2021-01-17T06:00:00+01:00;2021-01-18T06:00:00+01:00;WE;1117593862.0
518;-----------;Storage;DE-GASPOOL-;DE;aggregated;Nomination/Renomination;2021-01-17T06:00:00+01:00;2021-01-18T06:00:00+01:00;WE;1117603894.0
519;-----------;Storage;DE-GASPOOL-;DE;aggregated;Physical Flow;2021-01-17T06:00:00+01:00;2021-01-18T06:00:00+01:00;WE;1535810847.6
520;-----------;Transmission;DE-GASPOOL-;DE;aggregated;Allocation;2021-01-17T06:00:00+01:00;2021-01-18T06:00:00+01:00;WE;1788464706.0
521;-----------;Transmission;DE-GASPOOL-;DE;aggregated;Nomination/Renomination;2021-01-17T06:00:00+01:00;2021-01-18T06:00:00+01:00;WE;1788464706.0
522;-----------;Transmission;DE-GASPOOL-;DE;aggregated;Physical Flow;2021-01-17T06:00:00+01:00;2021-01-18T06:00:00+01:00;WE;3422144742.9
523;CZ---------;Czech;DE-GASPOOL-;DE;aggregated;Allocation;2021-01-17T06:00:00+01:00;2021-01-18T06:00:00+01:00;WE;-1388892558.0
524;CZ---------;Czech;DE-GASPOOL-;DE;aggregated;Nomination/Renomination;2021-01-17T06:00:00+01:00;2021-01-18T06:00:00+01:00;WE;-1388892558.0
525;CZ---------;Czech;DE-GASPOOL-;DE;aggregated;Physical Flow;2021-01-17T06:00:00+01:00;2021-01-18T06:00:00+01:00;WE;-3324571616.0
526;DE-NCG-----;NCG;DE-GASPOOL-;DE;aggregated;Allocation;2021-01-17T06:00:00+01:00;2021-01-18T06:00:00+01:00;WE;-167707216.0
527;DE-NCG-----;NCG;DE-GASPOOL-;DE;aggregated;Nomination/Renomination;2021-01-17T06:00:00+01:00;2021-01-18T06:00:00+01:00;WE;-167707216.0
528;DE-NCG-----;NCG;DE-GASPOOL-;DE;aggregated;Physical Flow;2021-01-17T06:00:00+01:00;2021-01-18T06:00:00+01:00;WE;-525373889.0
529;E-LUX------;BeLux;DE-GASPOOL-;DE;aggregated;Allocation;2021-01-17T06:00:00+01:00;2021-01-18T06:00:00+01:00;WE;-75183144.0
530;E-LUX------;BeLux;DE-GASPOOL-;DE;aggregated;Nomination/Renomination;2021-01-17T06:00:00+01:00;2021-01-18T06:00:00+01:00;WE;-75183144.0
531;E-LUX------;BeLux;DE-GASPOOL-;DE;aggregated;Physical Flow;2021-01-17T06:00:00+01:00;2021-01-18T06:00:00+01:00;WE;-64783145.0
532;K-SE-------;Joint Bal Zone DK/SE;DE-GASPOOL-;DE;aggregated;Allocation;2021-01-17T06:00:00+01:00;2021-01-18T06:00:00+01:00;WE;-62530784.0
533;K-SE-------;Joint Bal Zone DK/SE;DE-GASPOOL-;DE;aggregated;Nomination/Renomination;2021-01-17T06:00:00+01:00;2021-01-18T06:00:00+01:00;WE;-62530784.0
534;K-SE-------;Joint Bal Zone DK/SE;DE-GASPOOL-;DE;aggregated;Physical Flow;2021-01-17T06:00:00+01:00;2021-01-18T06:00:00+01:00;WE;-64283975.0
535;NL---------;Netherlands;DE-GASPOOL-;DE;aggregated;Allocation;2021-01-17T06:00:00+01:00;2021-01-18T06:00:00+01:00;WE;-113695440.0
536;NL---------;Netherlands;DE-GASPOOL-;DE;aggregated;Nomination/Renomination;2021-01-17T06:00:00+01:00;2021-01-18T06:00:00+01:00;WE;-113695440.0
537;NL---------;Netherlands;DE-GASPOOL-;DE;aggregated;Physical Flow;2021-01-17T06:00:00+01:00;2021-01-18T06:00:00+01:00;WE;-141865849.0
538;PL---------;Poland H-gas;DE-GASPOOL-;DE;aggregated;Allocation;2021-01-17T06:00:00+01:00;2021-01-18T06:00:00+01:00;WE;-25968000.0
539;PL---------;Poland H-gas;DE-GASPOOL-;DE;aggregated;Nomination/Renomination;2021-01-17T06:00:00+01:00;2021-01-18T06:00:00+01:00;WE;-25968000.0
540;PL---------;Poland H-gas;DE-GASPOOL-;DE;aggregated;Physical Flow;2021-01-17T06:00:00+01:00;2021-01-18T06:00:00+01:00;WE;-26167010.0
541;PL-YAMAL---;TGPS (YAMAL);DE-GASPOOL-;DE;aggregated;Allocation;2021-01-17T06:00:00+01:00;2021-01-18T06:00:00+01:00;WE;853503336.0
542;PL-YAMAL---;TGPS (YAMAL);DE-GASPOOL-;DE;aggregated;Nomination/Renomination;2021-01-17T06:00:00+01:00;2021-01-18T06:00:00+01:00;WE;853503336.0
543;PL-YAMAL---;TGPS (YAMAL);DE-GASPOOL-;DE;aggregated;Physical Flow;2021-01-17T06:00:00+01:00;2021-01-18T06:00:00+01:00;WE;853563177.0
544;-----------;Final Consumers;DE-GASPOOL-;DE;aggregated;Allocation;2021-01-18T06:00:00+01:00;2021-01-19T06:00:00+01:00;WE;-43510882.0
545;-----------;Final Consumers;DE-GASPOOL-;DE;aggregated;Physical Flow;2021-01-18T06:00:00+01:00;2021-01-19T06:00:00+01:00;WE;-338912041.1
546;-----------;Production;DE-GASPOOL-;DE;aggregated;Allocation;2021-01-18T06:00:00+01:00;2021-01-19T06:00:00+01:00;WE;60054469.0
547;-----------;Production;DE-GASPOOL-;DE;aggregated;Nomination/Renomination;2021-01-18T06:00:00+01:00;2021-01-19T06:00:00+01:00;WE;65530871.0
548;-----------;Production;DE-GASPOOL-;DE;aggregated;Physical Flow;2021-01-18T06:00:00+01:00;2021-01-19T06:00:00+01:00;WE;128597408.678
549;-----------;Storage;DE-GASPOOL-;DE;aggregated;Allocation;2021-01-18T06:00:00+01:00;2021-01-19T06:00:00+01:00;WE;1187430086.0
550;-----------;Storage;DE-GASPOOL-;DE;aggregated;Nomination/Renomination;2021-01-18T06:00:00+01:00;2021-01-19T06:00:00+01:00;WE;1187641658.0
551;-----------;Storage;DE-GASPOOL-;DE;aggregated;Physical Flow;2021-01-18T06:00:00+01:00;2021-01-19T06:00:00+01:00;WE;1610860351.3
552;-----------;Transmission;DE-GASPOOL-;DE;aggregated;Allocation;2021-01-18T06:00:00+01:00;2021-01-19T06:00:00+01:00;WE;1788449664.0
553;-----------;Transmission;DE-GASPOOL-;DE;aggregated;Nomination/Renomination;2021-01-18T06:00:00+01:00;2021-01-19T06:00:00+01:00;WE;1788449664.0
554;-----------;Transmission;DE-GASPOOL-;DE;aggregated;Physical Flow;2021-01-18T06:00:00+01:00;2021-01-19T06:00:00+01:00;WE;3464602501.4
555;CZ---------;Czech;DE-GASPOOL-;DE;aggregated;Allocation;2021-01-18T06:00:00+01:00;2021-01-19T06:00:00+01:00;WE;-1398269755.0
556;CZ---------;Czech;DE-GASPOOL-;DE;aggregated;Nomination/Renomination;2021-01-18T06:00:00+01:00;2021-01-19T06:00:00+01:00;WE;-1398269755.0
557;CZ---------;Czech;DE-GASPOOL-;DE;aggregated;Physical Flow;2021-01-18T06:00:00+01:00;2021-01-19T06:00:00+01:00;WE;-3327623920.0
558;DE-NCG-----;NCG;DE-GASPOOL-;DE;aggregated;Allocation;2021-01-18T06:00:00+01:00;2021-01-19T06:00:00+01:00;WE;-168815280.0
559;DE-NCG-----;NCG;DE-GASPOOL-;DE;aggregated;Nomination/Renomination;2021-01-18T06:00:00+01:00;2021-01-19T06:00:00+01:00;WE;-168815280.0
560;DE-NCG-----;NCG;DE-GASPOOL-;DE;aggregated;Physical Flow;2021-01-18T06:00:00+01:00;2021-01-19T06:00:00+01:00;WE;-635256492.0
561;E-LUX------;BeLux;DE-GASPOOL-;DE;aggregated;Allocation;2021-01-18T06:00:00+01:00;2021-01-19T06:00:00+01:00;WE;-76994144.0
562;E-LUX------;BeLux;DE-GASPOOL-;DE;aggregated;Nomination/Renomination;2021-01-18T06:00:00+01:00;2021-01-19T06:00:00+01:00;WE;-76994144.0
563;E-LUX------;BeLux;DE-GASPOOL-;DE;aggregated;Physical Flow;2021-01-18T06:00:00+01:00;2021-01-19T06:00:00+01:00;WE;-76845964.0
564;K-SE-------;Joint Bal Zone DK/SE;DE-GASPOOL-;DE;aggregated;Allocation;2021-01-18T06:00:00+01:00;2021-01-19T06:00:00+01:00;WE;-67672784.0
565;K-SE-------;Joint Bal Zone DK/SE;DE-GASPOOL-;DE;aggregated;Nomination/Renomination;2021-01-18T06:00:00+01:00;2021-01-19T06:00:00+01:00;WE;-67672784.0
566;K-SE-------;Joint Bal Zone DK/SE;DE-GASPOOL-;DE;aggregated;Physical Flow;2021-01-18T06:00:00+01:00;2021-01-19T06:00:00+01:00;WE;-70153179.0
567;NL---------;Netherlands;DE-GASPOOL-;DE;aggregated;Allocation;2021-01-18T06:00:00+01:00;2021-01-19T06:00:00+01:00;WE;-104229192.0
568;NL---------;Netherlands;DE-GASPOOL-;DE;aggregated;Nomination/Renomination;2021-01-18T06:00:00+01:00;2021-01-19T06:00:00+01:00;WE;-104229192.0
569;NL---------;Netherlands;DE-GASPOOL-;DE;aggregated;Physical Flow;2021-01-18T06:00:00+01:00;2021-01-19T06:00:00+01:00;WE;-146939533.0
570;PL---------;Poland H-gas;DE-GASPOOL-;DE;aggregated;Allocation;2021-01-18T06:00:00+01:00;2021-01-19T06:00:00+01:00;WE;-25968000.0
571;PL---------;Poland H-gas;DE-GASPOOL-;DE;aggregated;Nomination/Renomination;2021-01-18T06:00:00+01:00;2021-01-19T06:00:00+01:00;WE;-25968000.0
572;PL---------;Poland H-gas;DE-GASPOOL-;DE;aggregated;Physical Flow;2021-01-18T06:00:00+01:00;2021-01-19T06:00:00+01:00;WE;-26196710.0
573;PL-YAMAL---;TGPS (YAMAL);DE-GASPOOL-;DE;aggregated;Allocation;2021-01-18T06:00:00+01:00;2021-01-19T06:00:00+01:00;WE;853470888.0
574;PL-YAMAL---;TGPS (YAMAL);DE-GASPOOL-;DE;aggregated;Nomination/Renomination;2021-01-18T06:00:00+01:00;2021-01-19T06:00:00+01:00;WE;853470888.0
575;PL-YAMAL---;TGPS (YAMAL);DE-GASPOOL-;DE;aggregated;Physical Flow;2021-01-18T06:00:00+01:00;2021-01-19T06:00:00+01:00;WE;853425125.0
576;-----------;Final Consumers;DE-GASPOOL-;DE;aggregated;Allocation;2021-01-19T06:00:00+01:00;2021-01-20T06:00:00+01:00;WE;-38909727.0
577;-----------;Final Consumers;DE-GASPOOL-;DE;aggregated;Physical Flow;2021-01-19T06:00:00+01:00;2021-01-20T06:00:00+01:00;WE;-325142762.3
578;-----------;Production;DE-GASPOOL-;DE;aggregated;Allocation;2021-01-19T06:00:00+01:00;2021-01-20T06:00:00+01:00;WE;61023469.0
579;-----------;Production;DE-GASPOOL-;DE;aggregated;Nomination/Renomination;2021-01-19T06:00:00+01:00;2021-01-20T06:00:00+01:00;WE;63719808.0
580;-----------;Production;DE-GASPOOL-;DE;aggregated;Physical Flow;2021-01-19T06:00:00+01:00;2021-01-20T06:00:00+01:00;WE;127458634.919
581;-----------;Storage;DE-GASPOOL-;DE;aggregated;Allocation;2021-01-19T06:00:00+01:00;2021-01-20T06:00:00+01:00;WE;1053762281.0
582;-----------;Storage;DE-GASPOOL-;DE;aggregated;Nomination/Renomination;2021-01-19T06:00:00+01:00;2021-01-20T06:00:00+01:00;WE;1053757281.0
583;-----------;Storage;DE-GASPOOL-;DE;aggregated;Physical Flow;2021-01-19T06:00:00+01:00;2021-01-20T06:00:00+01:00;WE;1430741219.6
584;-----------;Transmission;DE-GASPOOL-;DE;aggregated;Allocation;2021-01-19T06:00:00+01:00;2021-01-20T06:00:00+01:00;WE;1758435125.0
585;-----------;Transmission;DE-GASPOOL-;DE;aggregated;Nomination/Renomination;2021-01-19T06:00:00+01:00;2021-01-20T06:00:00+01:00;WE;1758435125.0
586;-----------;Transmission;DE-GASPOOL-;DE;aggregated;Physical Flow;2021-01-19T06:00:00+01:00;2021-01-20T06:00:00+01:00;WE;3637235561.5
587;CZ---------;Czech;DE-GASPOOL-;DE;aggregated;Allocation;2021-01-19T06:00:00+01:00;2021-01-20T06:00:00+01:00;WE;-1406027112.0
588;CZ---------;Czech;DE-GASPOOL-;DE;aggregated;Nomination/Renomination;2021-01-19T06:00:00+01:00;2021-01-20T06:00:00+01:00;WE;-1406027112.0
589;CZ---------;Czech;DE-GASPOOL-;DE;aggregated;Physical Flow;2021-01-19T06:00:00+01:00;2021-01-20T06:00:00+01:00;WE;-3330781277.0
590;DE-NCG-----;NCG;DE-GASPOOL-;DE;aggregated;Allocation;2021-01-19T06:00:00+01:00;2021-01-20T06:00:00+01:00;WE;-185575816.0
591;DE-NCG-----;NCG;DE-GASPOOL-;DE;aggregated;Nomination/Renomination;2021-01-19T06:00:00+01:00;2021-01-20T06:00:00+01:00;WE;-174575816.0
592;DE-NCG-----;NCG;DE-GASPOOL-;DE;aggregated;Physical Flow;2021-01-19T06:00:00+01:00;2021-01-20T06:00:00+01:00;WE;-644222562.0
593;E-LUX------;BeLux;DE-GASPOOL-;DE;aggregated;Allocation;2021-01-19T06:00:00+01:00;2021-01-20T06:00:00+01:00;WE;-138264680.0
594;E-LUX------;BeLux;DE-GASPOOL-;DE;aggregated;Nomination/Renomination;2021-01-19T06:00:00+01:00;2021-01-20T06:00:00+01:00;WE;-138264680.0
595;E-LUX------;BeLux;DE-GASPOOL-;DE;aggregated;Physical Flow;2021-01-19T06:00:00+01:00;2021-01-20T06:00:00+01:00;WE;-114199725.0
596;K-SE-------;Joint Bal Zone DK/SE;DE-GASPOOL-;DE;aggregated;Allocation;2021-01-19T06:00:00+01:00;2021-01-20T06:00:00+01:00;WE;-65149784.0
597;K-SE-------;Joint Bal Zone DK/SE;DE-GASPOOL-;DE;aggregated;Nomination/Renomination;2021-01-19T06:00:00+01:00;2021-01-20T06:00:00+01:00;WE;-65149784.0
598;K-SE-------;Joint Bal Zone DK/SE;DE-GASPOOL-;DE;aggregated;Physical Flow;2021-01-19T06:00:00+01:00;2021-01-20T06:00:00+01:00;WE;-67288726.0
599;NL---------;Netherlands;DE-GASPOOL-;DE;aggregated;Allocation;2021-01-19T06:00:00+01:00;2021-01-20T06:00:00+01:00;WE;-121895744.0
600;NL---------;Netherlands;DE-GASPOOL-;DE;aggregated;Nomination/Renomination;2021-01-19T06:00:00+01:00;2021-01-20T06:00:00+01:00;WE;-121895744.0
601;NL---------;Netherlands;DE-GASPOOL-;DE;aggregated;Physical Flow;2021-01-19T06:00:00+01:00;2021-01-20T06:00:00+01:00;WE;-307781841.0
602;PL---------;Poland H-gas;DE-GASPOOL-;DE;aggregated;Allocation;2021-01-19T06:00:00+01:00;2021-01-20T06:00:00+01:00;WE;-25968000.0
603;PL---------;Poland H-gas;DE-GASPOOL-;DE;aggregated;Nomination/Renomination;2021-01-19T06:00:00+01:00;2021-01-20T06:00:00+01:00;WE;-25968000.0
604;PL---------;Poland H-gas;DE-GASPOOL-;DE;aggregated;Physical Flow;2021-01-19T06:00:00+01:00;2021-01-20T06:00:00+01:00;WE;-26197190.0
605;PL-YAMAL---;TGPS (YAMAL);DE-GASPOOL-;DE;aggregated;Allocation;2021-01-19T06:00:00+01:00;2021-01-20T06:00:00+01:00;WE;854441232.0
606;PL-YAMAL---;TGPS (YAMAL);DE-GASPOOL-;DE;aggregated;Nomination/Renomination;2021-01-19T06:00:00+01:00;2021-01-20T06:00:00+01:00;WE;854441232.0
607;PL-YAMAL---;TGPS (YAMAL);DE-GASPOOL-;DE;aggregated;Physical Flow;2021-01-19T06:00:00+01:00;2021-01-20T06:00:00+01:00;WE;854390662.0
608;-----------;Final Consumers;DE-GASPOOL-;DE;aggregated;Allocation;2021-01-20T06:00:00+01:00;2021-01-21T06:00:00+01:00;WE;-27120832.0
609;-----------;Final Consumers;DE-GASPOOL-;DE;aggregated;Physical Flow;2021-01-20T06:00:00+01:00;2021-01-21T06:00:00+01:00;WE;-302172169.1
610;-----------;Production;DE-GASPOOL-;DE;aggregated;Allocation;2021-01-20T06:00:00+01:00;2021-01-21T06:00:00+01:00;WE;62124960.0
611;-----------;Production;DE-GASPOOL-;DE;aggregated;Nomination/Renomination;2021-01-20T06:00:00+01:00;2021-01-21T06:00:00+01:00;WE;64821408.0
612;-----------;Production;DE-GASPOOL-;DE;aggregated;Physical Flow;2021-01-20T06:00:00+01:00;2021-01-21T06:00:00+01:00;WE;129024722.53
613;-----------;Storage;DE-GASPOOL-;DE;aggregated;Allocation;2021-01-20T06:00:00+01:00;2021-01-21T06:00:00+01:00;WE;878707399.0
614;-----------;Storage;DE-GASPOOL-;DE;aggregated;Nomination/Renomination;2021-01-20T06:00:00+01:00;2021-01-21T06:00:00+01:00;WE;878707399.0
615;-----------;Storage;DE-GASPOOL-;DE;aggregated;Physical Flow;2021-01-20T06:00:00+01:00;2021-01-21T06:00:00+01:00;WE;963396707.433
616;-----------;Transmission;DE-GASPOOL-;DE;aggregated;Allocation;2021-01-20T06:00:00+01:00;2021-01-21T06:00:00+01:00;WE;1757071295.0
617;-----------;Transmission;DE-GASPOOL-;DE;aggregated;Nomination/Renomination;2021-01-20T06:00:00+01:00;2021-01-21T06:00:00+01:00;WE;1757071295.0
618;-----------;Transmission;DE-GASPOOL-;DE;aggregated;Physical Flow;2021-01-20T06:00:00+01:00;2021-01-21T06:00:00+01:00;WE;3712104097.3
619;CZ---------;Czech;DE-GASPOOL-;DE;aggregated;Allocation;2021-01-20T06:00:00+01:00;2021-01-21T06:00:00+01:00;WE;-1391060154.0
620;CZ---------;Czech;DE-GASPOOL-;DE;aggregated;Nomination/Renomination;2021-01-20T06:00:00+01:00;2021-01-21T06:00:00+01:00;WE;-1391060154.0
621;CZ---------;Czech;DE-GASPOOL-;DE;aggregated;Physical Flow;2021-01-20T06:00:00+01:00;2021-01-21T06:00:00+01:00;WE;-3226559766.0
622;DE-NCG-----;NCG;DE-GASPOOL-;DE;aggregated;Allocation;2021-01-20T06:00:00+01:00;2021-01-21T06:00:00+01:00;WE;-166407696.0
623;DE-NCG-----;NCG;DE-GASPOOL-;DE;aggregated;Nomination/Renomination;2021-01-20T06:00:00+01:00;2021-01-21T06:00:00+01:00;WE;-166407696.0
624;DE-NCG-----;NCG;DE-GASPOOL-;DE;aggregated;Physical Flow;2021-01-20T06:00:00+01:00;2021-01-21T06:00:00+01:00;WE;-676947266.29
625;E-LUX------;BeLux;DE-GASPOOL-;DE;aggregated;Allocation;2021-01-20T06:00:00+01:00;2021-01-21T06:00:00+01:00;WE;-120726133.0
626;E-LUX------;BeLux;DE-GASPOOL-;DE;aggregated;Nomination/Renomination;2021-01-20T06:00:00+01:00;2021-01-21T06:00:00+01:00;WE;-120726133.0
627;E-LUX------;BeLux;DE-GASPOOL-;DE;aggregated;Physical Flow;2021-01-20T06:00:00+01:00;2021-01-21T06:00:00+01:00;WE;-120967580.0
628;K-SE-------;Joint Bal Zone DK/SE;DE-GASPOOL-;DE;aggregated;Allocation;2021-01-20T06:00:00+01:00;2021-01-21T06:00:00+01:00;WE;-60044784.0
629;K-SE-------;Joint Bal Zone DK/SE;DE-GASPOOL-;DE;aggregated;Nomination/Renomination;2021-01-20T06:00:00+01:00;2021-01-21T06:00:00+01:00;WE;-60044784.0
630;K-SE-------;Joint Bal Zone DK/SE;DE-GASPOOL-;DE;aggregated;Physical Flow;2021-01-20T06:00:00+01:00;2021-01-21T06:00:00+01:00;WE;-59961282.0
631;NL---------;Netherlands;DE-GASPOOL-;DE;aggregated;Allocation;2021-01-20T06:00:00+01:00;2021-01-21T06:00:00+01:00;WE;-122155408.0
632;NL---------;Netherlands;DE-GASPOOL-;DE;aggregated;Nomination/Renomination;2021-01-20T06:00:00+01:00;2021-01-21T06:00:00+01:00;WE;-122155408.0
633;NL---------;Netherlands;DE-GASPOOL-;DE;aggregated;Physical Flow;2021-01-20T06:00:00+01:00;2021-01-21T06:00:00+01:00;WE;-172489232.0
634;PL---------;Poland H-gas;DE-GASPOOL-;DE;aggregated;Allocation;2021-01-20T06:00:00+01:00;2021-01-21T06:00:00+01:00;WE;-25968000.0
635;PL---------;Poland H-gas;DE-GASPOOL-;DE;aggregated;Nomination/Renomination;2021-01-20T06:00:00+01:00;2021-01-21T06:00:00+01:00;WE;-25968000.0
636;PL---------;Poland H-gas;DE-GASPOOL-;DE;aggregated;Physical Flow;2021-01-20T06:00:00+01:00;2021-01-21T06:00:00+01:00;WE;-26179750.0
637;PL-YAMAL---;TGPS (YAMAL);DE-GASPOOL-;DE;aggregated;Allocation;2021-01-20T06:00:00+01:00;2021-01-21T06:00:00+01:00;WE;855597072.0
638;PL-YAMAL---;TGPS (YAMAL);DE-GASPOOL-;DE;aggregated;Nomination/Renomination;2021-01-20T06:00:00+01:00;2021-01-21T06:00:00+01:00;WE;855597072.0
639;PL-YAMAL---;TGPS (YAMAL);DE-GASPOOL-;DE;aggregated;Physical Flow;2021-01-20T06:00:00+01:00;2021-01-21T06:00:00+01:00;WE;855679638.0
640;-----------;Final Consumers;DE-GASPOOL-;DE;aggregated;Allocation;2021-01-21T06:00:00+01:00;2021-01-22T06:00:00+01:00;WE;-28487234.0
641;-----------;Final Consumers;DE-GASPOOL-;DE;aggregated;Physical Flow;2021-01-21T06:00:00+01:00;2021-01-22T06:00:00+01:00;WE;-301667916.2
642;-----------;Production;DE-GASPOOL-;DE;aggregated;Allocation;2021-01-21T06:00:00+01:00;2021-01-22T06:00:00+01:00;WE;64072164.0
643;-----------;Production;DE-GASPOOL-;DE;aggregated;Nomination/Renomination;2021-01-21T06:00:00+01:00;2021-01-22T06:00:00+01:00;WE;68481868.0
644;-----------;Production;DE-GASPOOL-;DE;aggregated;Physical Flow;2021-01-21T06:00:00+01:00;2021-01-22T06:00:00+01:00;WE;133315827.394
645;-----------;Storage;DE-GASPOOL-;DE;aggregated;Allocation;2021-01-21T06:00:00+01:00;2021-01-22T06:00:00+01:00;WE;810117879.0
646;-----------;Storage;DE-GASPOOL-;DE;aggregated;Nomination/Renomination;2021-01-21T06:00:00+01:00;2021-01-22T06:00:00+01:00;WE;810117879.0
647;-----------;Storage;DE-GASPOOL-;DE;aggregated;Physical Flow;2021-01-21T06:00:00+01:00;2021-01-22T06:00:00+01:00;WE;984886028.192
648;-----------;Transmission;DE-GASPOOL-;DE;aggregated;Allocation;2021-01-21T06:00:00+01:00;2021-01-22T06:00:00+01:00;WE;1721520629.0
649;-----------;Transmission;DE-GASPOOL-;DE;aggregated;Nomination/Renomination;2021-01-21T06:00:00+01:00;2021-01-22T06:00:00+01:00;WE;1721520629.0
650;-----------;Transmission;DE-GASPOOL-;DE;aggregated;Physical Flow;2021-01-21T06:00:00+01:00;2021-01-22T06:00:00+01:00;WE;3505792849.9
651;CZ---------;Czech;DE-GASPOOL-;DE;aggregated;Allocation;2021-01-21T06:00:00+01:00;2021-01-22T06:00:00+01:00;WE;-1398690732.0
652;CZ---------;Czech;DE-GASPOOL-;DE;aggregated;Nomination/Renomination;2021-01-21T06:00:00+01:00;2021-01-22T06:00:00+01:00;WE;-1398690732.0
653;CZ---------;Czech;DE-GASPOOL-;DE;aggregated;Physical Flow;2021-01-21T06:00:00+01:00;2021-01-22T06:00:00+01:00;WE;-3360925725.0
654;DE-NCG-----;NCG;DE-GASPOOL-;DE;aggregated;Allocation;2021-01-21T06:00:00+01:00;2021-01-22T06:00:00+01:00;WE;-166407864.0
655;DE-NCG-----;NCG;DE-GASPOOL-;DE;aggregated;Nomination/Renomination;2021-01-21T06:00:00+01:00;2021-01-22T06:00:00+01:00;WE;-166407864.0
