;period_from;period_to;point_type;cross_border_point_type;eu_relationship;region_key;adjacent_region_key;indicator;direction_key;value
4696;2021-08-02T06:00:00+02:00;2021-08-03T06:00:00+02:00;Transmission Point;In-country EU;within EU;NWE;NWE;Physical Flow;entry;903393145.8039999
4697;2021-08-02T06:00:00+02:00;2021-08-03T06:00:00+02:00;Transmission Point;In-country EU;within EU;NWE;NWE;Physical Flow;exit;895925416.46
4698;2021-08-03T06:00:00+02:00;2021-08-04T06:00:00+02:00;Aggregated Point - Final Consumers;In-country EU;within EU;NWE;NWE;Physical Flow;exit;384727426.53
4699;2021-08-03T06:00:00+02:00;2021-08-04T06:00:00+02:00;Aggregated production point - TP;In-country EU;within EU;NWE;NWE;Physical Flow;entry;126853188.097
4700;2021-08-03T06:00:00+02:00;2021-08-04T06:00:00+02:00;Cross-Border Transmission IP between EU and Non-EU;Cross-Border EU|Non-EU;between EU and Non-EU;NWE;CH/IT;Physical Flow;entry;0.0
4701;2021-08-03T06:00:00+02:00;2021-08-04T06:00:00+02:00;Cross-Border Transmission IP between EU and Non-EU;Cross-Border EU|Non-EU;between EU and Non-EU;NWE;CH/IT;Physical Flow;exit;308891916.62
4702;2021-08-03T06:00:00+02:00;2021-08-04T06:00:00+02:00;Cross-Border Transmission IP between EU and Non-EU (import);Cross-Border EU|Non-EU;between EU and Non-EU;NWE;EE;Physical Flow;entry;5779504640.0
4703;2021-08-03T06:00:00+02:00;2021-08-04T06:00:00+02:00;Cross-Border Transmission IP between EU and Non-EU (import);Cross-Border EU|Non-EU;between EU and Non-EU;NWE;EE;Physical Flow;exit;0.0
4704;2021-08-03T06:00:00+02:00;2021-08-04T06:00:00+02:00;Cross-Border Transmission IP between EU and Non-EU (import);Cross-Border EU|Non-EU;between EU and Non-EU;NWE;NE;Physical Flow;entry;3331136164.8
4705;2021-08-03T06:00:00+02:00;2021-08-04T06:00:00+02:00;Cross-Border Transmission IP between EU and Non-EU (import);Cross-Border EU|Non-EU;between EU and Non-EU;NWE;NE;Physical Flow;exit;0.0
4706;2021-08-03T06:00:00+02:00;2021-08-04T06:00:00+02:00;Cross-Border Transmission IP within EU;Cross-Border EU|EU;within EU;NWE;CE;Physical Flow;entry;3661985742.0
4707;2021-08-03T06:00:00+02:00;2021-08-04T06:00:00+02:00;Cross-Border Transmission IP within EU;Cross-Border EU|EU;within EU;NWE;CE;Physical Flow;exit;7391525013.0
4708;2021-08-03T06:00:00+02:00;2021-08-04T06:00:00+02:00;Cross-Border Transmission IP within EU;Cross-Border EU|EU;within EU;NWE;NE;Physical Flow;entry;0.0
4709;2021-08-03T06:00:00+02:00;2021-08-04T06:00:00+02:00;Cross-Border Transmission IP within EU;Cross-Border EU|EU;within EU;NWE;NE;Physical Flow;exit;114246122.0
4710;2021-08-03T06:00:00+02:00;2021-08-04T06:00:00+02:00;Cross-Border Transmission IP within EU;Cross-Border EU|EU;within EU;NWE;NWE;Physical Flow;entry;950845879.4000001
4711;2021-08-03T06:00:00+02:00;2021-08-04T06:00:00+02:00;Cross-Border Transmission IP within EU;Cross-Border EU|EU;within EU;NWE;NWE;Physical Flow;exit;972988580.0
4712;2021-08-03T06:00:00+02:00;2021-08-04T06:00:00+02:00;Cross-Border Transmission IP within EU;Cross-Border EU|EU;within EU;NWE;WE;Physical Flow;entry;0.0
4713;2021-08-03T06:00:00+02:00;2021-08-04T06:00:00+02:00;Cross-Border Transmission IP within EU;Cross-Border EU|EU;within EU;NWE;WE;Physical Flow;exit;88303508.0
4714;2021-08-03T06:00:00+02:00;2021-08-04T06:00:00+02:00;Cross-Border Transmission IP within EU;In-country EU;within EU;NWE;NWE;Physical Flow;entry;361576762.0
4715;2021-08-03T06:00:00+02:00;2021-08-04T06:00:00+02:00;Cross-Border Transmission IP within EU;In-country EU;within EU;NWE;NWE;Physical Flow;exit;0.0
4716;2021-08-03T06:00:00+02:00;2021-08-04T06:00:00+02:00;Storage point;In-country EU;within EU;NWE;NWE;Physical Flow;entry;10460042.0
4717;2021-08-03T06:00:00+02:00;2021-08-04T06:00:00+02:00;Storage point;In-country EU;within EU;NWE;NWE;Physical Flow;exit;804819896.9879999
4718;2021-08-03T06:00:00+02:00;2021-08-04T06:00:00+02:00;Transmission Point;In-country EU;within EU;NWE;NWE;Physical Flow;entry;1123677941.1799998
4719;2021-08-03T06:00:00+02:00;2021-08-04T06:00:00+02:00;Transmission Point;In-country EU;within EU;NWE;NWE;Physical Flow;exit;1116171715.1
4720;2021-08-04T06:00:00+02:00;2021-08-05T06:00:00+02:00;Aggregated Point - Final Consumers;In-country EU;within EU;NWE;NWE;Physical Flow;exit;400944222.61
4721;2021-08-04T06:00:00+02:00;2021-08-05T06:00:00+02:00;Aggregated production point - TP;In-country EU;within EU;NWE;NWE;Physical Flow;entry;128068441.364
4722;2021-08-04T06:00:00+02:00;2021-08-05T06:00:00+02:00;Cross-Border Transmission IP between EU and Non-EU;Cross-Border EU|Non-EU;between EU and Non-EU;NWE;CH/IT;Physical Flow;entry;0.0
4723;2021-08-04T06:00:00+02:00;2021-08-05T06:00:00+02:00;Cross-Border Transmission IP between EU and Non-EU;Cross-Border EU|Non-EU;between EU and Non-EU;NWE;CH/IT;Physical Flow;exit;343412437.64
4724;2021-08-04T06:00:00+02:00;2021-08-05T06:00:00+02:00;Cross-Border Transmission IP between EU and Non-EU (import);Cross-Border EU|Non-EU;between EU and Non-EU;NWE;EE;Physical Flow;entry;5700145022.0
4725;2021-08-04T06:00:00+02:00;2021-08-05T06:00:00+02:00;Cross-Border Transmission IP between EU and Non-EU (import);Cross-Border EU|Non-EU;between EU and Non-EU;NWE;EE;Physical Flow;exit;0.0
4726;2021-08-04T06:00:00+02:00;2021-08-05T06:00:00+02:00;Cross-Border Transmission IP between EU and Non-EU (import);Cross-Border EU|Non-EU;between EU and Non-EU;NWE;NE;Physical Flow;entry;4103483532.0
4727;2021-08-04T06:00:00+02:00;2021-08-05T06:00:00+02:00;Cross-Border Transmission IP between EU and Non-EU (import);Cross-Border EU|Non-EU;between EU and Non-EU;NWE;NE;Physical Flow;exit;0.0
4728;2021-08-04T06:00:00+02:00;2021-08-05T06:00:00+02:00;Cross-Border Transmission IP within EU;Cross-Border EU|EU;within EU;NWE;CE;Physical Flow;entry;3787929872.0
4729;2021-08-04T06:00:00+02:00;2021-08-05T06:00:00+02:00;Cross-Border Transmission IP within EU;Cross-Border EU|EU;within EU;NWE;CE;Physical Flow;exit;7702057383.0
4730;2021-08-04T06:00:00+02:00;2021-08-05T06:00:00+02:00;Cross-Border Transmission IP within EU;Cross-Border EU|EU;within EU;NWE;NE;Physical Flow;entry;0.0
4731;2021-08-04T06:00:00+02:00;2021-08-05T06:00:00+02:00;Cross-Border Transmission IP within EU;Cross-Border EU|EU;within EU;NWE;NE;Physical Flow;exit;131140592.0
4732;2021-08-04T06:00:00+02:00;2021-08-05T06:00:00+02:00;Cross-Border Transmission IP within EU;Cross-Border EU|EU;within EU;NWE;NWE;Physical Flow;entry;1031268079.4000001
4733;2021-08-04T06:00:00+02:00;2021-08-05T06:00:00+02:00;Cross-Border Transmission IP within EU;Cross-Border EU|EU;within EU;NWE;NWE;Physical Flow;exit;914961500.0
4734;2021-08-04T06:00:00+02:00;2021-08-05T06:00:00+02:00;Cross-Border Transmission IP within EU;Cross-Border EU|EU;within EU;NWE;WE;Physical Flow;entry;0.0
4735;2021-08-04T06:00:00+02:00;2021-08-05T06:00:00+02:00;Cross-Border Transmission IP within EU;Cross-Border EU|EU;within EU;NWE;WE;Physical Flow;exit;34959424.0
4736;2021-08-04T06:00:00+02:00;2021-08-05T06:00:00+02:00;Cross-Border Transmission IP within EU;In-country EU;within EU;NWE;NWE;Physical Flow;entry;398983698.0
4737;2021-08-04T06:00:00+02:00;2021-08-05T06:00:00+02:00;Cross-Border Transmission IP within EU;In-country EU;within EU;NWE;NWE;Physical Flow;exit;0.0
4738;2021-08-04T06:00:00+02:00;2021-08-05T06:00:00+02:00;Storage point;In-country EU;within EU;NWE;NWE;Physical Flow;entry;55482.0
4739;2021-08-04T06:00:00+02:00;2021-08-05T06:00:00+02:00;Storage point;In-country EU;within EU;NWE;NWE;Physical Flow;exit;1069199709.7600002
4740;2021-08-04T06:00:00+02:00;2021-08-05T06:00:00+02:00;Transmission Point;In-country EU;within EU;NWE;NWE;Physical Flow;entry;768238581.582
4741;2021-08-04T06:00:00+02:00;2021-08-05T06:00:00+02:00;Transmission Point;In-country EU;within EU;NWE;NWE;Physical Flow;exit;760598603.112
4742;2021-08-05T06:00:00+02:00;2021-08-06T06:00:00+02:00;Aggregated Point - Final Consumers;In-country EU;within EU;NWE;NWE;Physical Flow;exit;371633561.61
4743;2021-08-05T06:00:00+02:00;2021-08-06T06:00:00+02:00;Aggregated production point - TP;In-country EU;within EU;NWE;NWE;Physical Flow;entry;124807714.756
4744;2021-08-05T06:00:00+02:00;2021-08-06T06:00:00+02:00;Cross-Border Transmission IP between EU and Non-EU;Cross-Border EU|Non-EU;between EU and Non-EU;NWE;CH/IT;Physical Flow;entry;0.0
4745;2021-08-05T06:00:00+02:00;2021-08-06T06:00:00+02:00;Cross-Border Transmission IP between EU and Non-EU;Cross-Border EU|Non-EU;between EU and Non-EU;NWE;CH/IT;Physical Flow;exit;320676692.61
4746;2021-08-05T06:00:00+02:00;2021-08-06T06:00:00+02:00;Cross-Border Transmission IP between EU and Non-EU (import);Cross-Border EU|Non-EU;between EU and Non-EU;NWE;EE;Physical Flow;entry;5709166030.0
4747;2021-08-05T06:00:00+02:00;2021-08-06T06:00:00+02:00;Cross-Border Transmission IP between EU and Non-EU (import);Cross-Border EU|Non-EU;between EU and Non-EU;NWE;EE;Physical Flow;exit;0.0
4748;2021-08-05T06:00:00+02:00;2021-08-06T06:00:00+02:00;Cross-Border Transmission IP between EU and Non-EU (import);Cross-Border EU|Non-EU;between EU and Non-EU;NWE;NE;Physical Flow;entry;4376008735.200001
4749;2021-08-05T06:00:00+02:00;2021-08-06T06:00:00+02:00;Cross-Border Transmission IP between EU and Non-EU (import);Cross-Border EU|Non-EU;between EU and Non-EU;NWE;NE;Physical Flow;exit;0.0
4750;2021-08-05T06:00:00+02:00;2021-08-06T06:00:00+02:00;Cross-Border Transmission IP within EU;Cross-Border EU|EU;within EU;NWE;CE;Physical Flow;entry;3287028432.0
4751;2021-08-05T06:00:00+02:00;2021-08-06T06:00:00+02:00;Cross-Border Transmission IP within EU;Cross-Border EU|EU;within EU;NWE;CE;Physical Flow;exit;7806997894.0
4752;2021-08-05T06:00:00+02:00;2021-08-06T06:00:00+02:00;Cross-Border Transmission IP within EU;Cross-Border EU|EU;within EU;NWE;NE;Physical Flow;entry;0.0
4753;2021-08-05T06:00:00+02:00;2021-08-06T06:00:00+02:00;Cross-Border Transmission IP within EU;Cross-Border EU|EU;within EU;NWE;NE;Physical Flow;exit;143320090.0
4754;2021-08-05T06:00:00+02:00;2021-08-06T06:00:00+02:00;Cross-Border Transmission IP within EU;Cross-Border EU|EU;within EU;NWE;NWE;Physical Flow;entry;1036004610.7979999
4755;2021-08-05T06:00:00+02:00;2021-08-06T06:00:00+02:00;Cross-Border Transmission IP within EU;Cross-Border EU|EU;within EU;NWE;NWE;Physical Flow;exit;1013446350.0
4756;2021-08-05T06:00:00+02:00;2021-08-06T06:00:00+02:00;Cross-Border Transmission IP within EU;Cross-Border EU|EU;within EU;NWE;WE;Physical Flow;entry;0.0
4757;2021-08-05T06:00:00+02:00;2021-08-06T06:00:00+02:00;Cross-Border Transmission IP within EU;Cross-Border EU|EU;within EU;NWE;WE;Physical Flow;exit;131140767.86
4758;2021-08-05T06:00:00+02:00;2021-08-06T06:00:00+02:00;Cross-Border Transmission IP within EU;In-country EU;within EU;NWE;NWE;Physical Flow;entry;350619466.0
4759;2021-08-05T06:00:00+02:00;2021-08-06T06:00:00+02:00;Cross-Border Transmission IP within EU;In-country EU;within EU;NWE;NWE;Physical Flow;exit;0.0
4760;2021-08-05T06:00:00+02:00;2021-08-06T06:00:00+02:00;Storage point;In-country EU;within EU;NWE;NWE;Physical Flow;entry;176786518.0
4761;2021-08-05T06:00:00+02:00;2021-08-06T06:00:00+02:00;Storage point;In-country EU;within EU;NWE;NWE;Physical Flow;exit;1727498937.8799994
4762;2021-08-05T06:00:00+02:00;2021-08-06T06:00:00+02:00;Transmission Point;In-country EU;within EU;NWE;NWE;Physical Flow;entry;961350910.5580001
4763;2021-08-05T06:00:00+02:00;2021-08-06T06:00:00+02:00;Transmission Point;In-country EU;within EU;NWE;NWE;Physical Flow;exit;954566223.358
4764;2021-08-06T06:00:00+02:00;2021-08-07T06:00:00+02:00;Aggregated Point - Final Consumers;In-country EU;within EU;NWE;NWE;Physical Flow;exit;684471885.76
4765;2021-08-06T06:00:00+02:00;2021-08-07T06:00:00+02:00;Aggregated production point - TP;In-country EU;within EU;NWE;NWE;Physical Flow;entry;270417769.214
4766;2021-08-06T06:00:00+02:00;2021-08-07T06:00:00+02:00;Cross-Border Transmission IP between EU and Non-EU;Cross-Border EU|Non-EU;between EU and Non-EU;NWE;CH/IT;Physical Flow;entry;0.0
4767;2021-08-06T06:00:00+02:00;2021-08-07T06:00:00+02:00;Cross-Border Transmission IP between EU and Non-EU;Cross-Border EU|Non-EU;between EU and Non-EU;NWE;CH/IT;Physical Flow;exit;585396752.96
4768;2021-08-06T06:00:00+02:00;2021-08-07T06:00:00+02:00;Cross-Border Transmission IP between EU and Non-EU (import);Cross-Border EU|Non-EU;between EU and Non-EU;NWE;EE;Physical Flow;entry;11406386044.0
4769;2021-08-06T06:00:00+02:00;2021-08-07T06:00:00+02:00;Cross-Border Transmission IP between EU and Non-EU (import);Cross-Border EU|Non-EU;between EU and Non-EU;NWE;EE;Physical Flow;exit;0.0
4770;2021-08-06T06:00:00+02:00;2021-08-07T06:00:00+02:00;Cross-Border Transmission IP between EU and Non-EU (import);Cross-Border EU|Non-EU;between EU and Non-EU;NWE;NE;Physical Flow;entry;9060516429.64
4771;2021-08-06T06:00:00+02:00;2021-08-07T06:00:00+02:00;Cross-Border Transmission IP between EU and Non-EU (import);Cross-Border EU|Non-EU;between EU and Non-EU;NWE;NE;Physical Flow;exit;0.0
4772;2021-08-06T06:00:00+02:00;2021-08-07T06:00:00+02:00;Cross-Border Transmission IP within EU;Cross-Border EU|EU;within EU;NWE;CE;Physical Flow;entry;6221139968.0
4773;2021-08-06T06:00:00+02:00;2021-08-07T06:00:00+02:00;Cross-Border Transmission IP within EU;Cross-Border EU|EU;within EU;NWE;CE;Physical Flow;exit;14512464028.0
4774;2021-08-06T06:00:00+02:00;2021-08-07T06:00:00+02:00;Cross-Border Transmission IP within EU;Cross-Border EU|EU;within EU;NWE;NE;Physical Flow;entry;0.0
4775;2021-08-06T06:00:00+02:00;2021-08-07T06:00:00+02:00;Cross-Border Transmission IP within EU;Cross-Border EU|EU;within EU;NWE;NE;Physical Flow;exit;244976736.0
4776;2021-08-06T06:00:00+02:00;2021-08-07T06:00:00+02:00;Cross-Border Transmission IP within EU;Cross-Border EU|EU;within EU;NWE;NWE;Physical Flow;entry;2335485560.0
4777;2021-08-06T06:00:00+02:00;2021-08-07T06:00:00+02:00;Cross-Border Transmission IP within EU;Cross-Border EU|EU;within EU;NWE;NWE;Physical Flow;exit;1764856472.0
4778;2021-08-06T06:00:00+02:00;2021-08-07T06:00:00+02:00;Cross-Border Transmission IP within EU;Cross-Border EU|EU;within EU;NWE;WE;Physical Flow;entry;0.0
4779;2021-08-06T06:00:00+02:00;2021-08-07T06:00:00+02:00;Cross-Border Transmission IP within EU;Cross-Border EU|EU;within EU;NWE;WE;Physical Flow;exit;175454896.0
4780;2021-08-06T06:00:00+02:00;2021-08-07T06:00:00+02:00;Cross-Border Transmission IP within EU;In-country EU;within EU;NWE;NWE;Physical Flow;entry;688984572.0
4781;2021-08-06T06:00:00+02:00;2021-08-07T06:00:00+02:00;Cross-Border Transmission IP within EU;In-country EU;within EU;NWE;NWE;Physical Flow;exit;0.0
4782;2021-08-06T06:00:00+02:00;2021-08-07T06:00:00+02:00;Storage point;In-country EU;within EU;NWE;NWE;Physical Flow;entry;46655928.0
4783;2021-08-06T06:00:00+02:00;2021-08-07T06:00:00+02:00;Storage point;In-country EU;within EU;NWE;NWE;Physical Flow;exit;5178925602.640002
4784;2021-08-06T06:00:00+02:00;2021-08-07T06:00:00+02:00;Transmission Point;In-country EU;within EU;NWE;NWE;Physical Flow;entry;2055061900.6400003
4785;2021-08-06T06:00:00+02:00;2021-08-07T06:00:00+02:00;Transmission Point;In-country EU;within EU;NWE;NWE;Physical Flow;exit;2041803188.7600002
4786;2021-08-07T06:00:00+02:00;2021-08-08T06:00:00+02:00;Aggregated Point - Final Consumers;In-country EU;within EU;NWE;NWE;Physical Flow;exit;325450444.78000003
4787;2021-08-07T06:00:00+02:00;2021-08-08T06:00:00+02:00;Aggregated production point - TP;In-country EU;within EU;NWE;NWE;Physical Flow;entry;130469557.624
4788;2021-08-07T06:00:00+02:00;2021-08-08T06:00:00+02:00;Cross-Border Transmission IP between EU and Non-EU;Cross-Border EU|Non-EU;between EU and Non-EU;NWE;CH/IT;Physical Flow;entry;0.0
4789;2021-08-07T06:00:00+02:00;2021-08-08T06:00:00+02:00;Cross-Border Transmission IP between EU and Non-EU;Cross-Border EU|Non-EU;between EU and Non-EU;NWE;CH/IT;Physical Flow;exit;249799444.46
4790;2021-08-07T06:00:00+02:00;2021-08-08T06:00:00+02:00;Cross-Border Transmission IP between EU and Non-EU (import);Cross-Border EU|Non-EU;between EU and Non-EU;NWE;EE;Physical Flow;entry;5578192466.0
4791;2021-08-07T06:00:00+02:00;2021-08-08T06:00:00+02:00;Cross-Border Transmission IP between EU and Non-EU (import);Cross-Border EU|Non-EU;between EU and Non-EU;NWE;EE;Physical Flow;exit;0.0
4792;2021-08-07T06:00:00+02:00;2021-08-08T06:00:00+02:00;Cross-Border Transmission IP between EU and Non-EU (import);Cross-Border EU|Non-EU;between EU and Non-EU;NWE;NE;Physical Flow;entry;4850099178.4
4793;2021-08-07T06:00:00+02:00;2021-08-08T06:00:00+02:00;Cross-Border Transmission IP between EU and Non-EU (import);Cross-Border EU|Non-EU;between EU and Non-EU;NWE;NE;Physical Flow;exit;0.0
4794;2021-08-07T06:00:00+02:00;2021-08-08T06:00:00+02:00;Cross-Border Transmission IP within EU;Cross-Border EU|EU;within EU;NWE;CE;Physical Flow;entry;3088978226.0
4795;2021-08-07T06:00:00+02:00;2021-08-08T06:00:00+02:00;Cross-Border Transmission IP within EU;Cross-Border EU|EU;within EU;NWE;CE;Physical Flow;exit;7435137653.0
4796;2021-08-07T06:00:00+02:00;2021-08-08T06:00:00+02:00;Cross-Border Transmission IP within EU;Cross-Border EU|EU;within EU;NWE;NE;Physical Flow;entry;0.0
4797;2021-08-07T06:00:00+02:00;2021-08-08T06:00:00+02:00;Cross-Border Transmission IP within EU;Cross-Border EU|EU;within EU;NWE;NE;Physical Flow;exit;124011696.0
4798;2021-08-07T06:00:00+02:00;2021-08-08T06:00:00+02:00;Cross-Border Transmission IP within EU;Cross-Border EU|EU;within EU;NWE;NWE;Physical Flow;entry;1143531396.2
4799;2021-08-07T06:00:00+02:00;2021-08-08T06:00:00+02:00;Cross-Border Transmission IP within EU;Cross-Border EU|EU;within EU;NWE;NWE;Physical Flow;exit;1147137568.0
4800;2021-08-07T06:00:00+02:00;2021-08-08T06:00:00+02:00;Cross-Border Transmission IP within EU;Cross-Border EU|EU;within EU;NWE;WE;Physical Flow;entry;0.0
4801;2021-08-07T06:00:00+02:00;2021-08-08T06:00:00+02:00;Cross-Border Transmission IP within EU;Cross-Border EU|EU;within EU;NWE;WE;Physical Flow;exit;84629794.0
4802;2021-08-07T06:00:00+02:00;2021-08-08T06:00:00+02:00;Cross-Border Transmission IP within EU;In-country EU;within EU;NWE;NWE;Physical Flow;entry;385614718.0
4803;2021-08-07T06:00:00+02:00;2021-08-08T06:00:00+02:00;Cross-Border Transmission IP within EU;In-country EU;within EU;NWE;NWE;Physical Flow;exit;0.0
4804;2021-08-07T06:00:00+02:00;2021-08-08T06:00:00+02:00;Storage point;In-country EU;within EU;NWE;NWE;Physical Flow;entry;229124698.0
4805;2021-08-07T06:00:00+02:00;2021-08-08T06:00:00+02:00;Storage point;In-country EU;within EU;NWE;NWE;Physical Flow;exit;2202312590.3199997
4806;2021-08-07T06:00:00+02:00;2021-08-08T06:00:00+02:00;Transmission Point;In-country EU;within EU;NWE;NWE;Physical Flow;entry;900710570.628
4807;2021-08-07T06:00:00+02:00;2021-08-08T06:00:00+02:00;Transmission Point;In-country EU;within EU;NWE;NWE;Physical Flow;exit;896112491.0999999
4808;2021-08-08T06:00:00+02:00;2021-08-09T06:00:00+02:00;Aggregated Point - Final Consumers;In-country EU;within EU;NWE;NWE;Physical Flow;exit;318016804.23
4809;2021-08-08T06:00:00+02:00;2021-08-09T06:00:00+02:00;Aggregated production point - TP;In-country EU;within EU;NWE;NWE;Physical Flow;entry;127709612.962
4810;2021-08-08T06:00:00+02:00;2021-08-09T06:00:00+02:00;Cross-Border Transmission IP between EU and Non-EU;Cross-Border EU|Non-EU;between EU and Non-EU;NWE;CH/IT;Physical Flow;entry;0.0
4811;2021-08-08T06:00:00+02:00;2021-08-09T06:00:00+02:00;Cross-Border Transmission IP between EU and Non-EU;Cross-Border EU|Non-EU;between EU and Non-EU;NWE;CH/IT;Physical Flow;exit;262434284.96
4812;2021-08-08T06:00:00+02:00;2021-08-09T06:00:00+02:00;Cross-Border Transmission IP between EU and Non-EU (import);Cross-Border EU|Non-EU;between EU and Non-EU;NWE;EE;Physical Flow;entry;5645426008.0
4813;2021-08-08T06:00:00+02:00;2021-08-09T06:00:00+02:00;Cross-Border Transmission IP between EU and Non-EU (import);Cross-Border EU|Non-EU;between EU and Non-EU;NWE;EE;Physical Flow;exit;0.0
4814;2021-08-08T06:00:00+02:00;2021-08-09T06:00:00+02:00;Cross-Border Transmission IP between EU and Non-EU (import);Cross-Border EU|Non-EU;between EU and Non-EU;NWE;NE;Physical Flow;entry;4803952209.200001
4815;2021-08-08T06:00:00+02:00;2021-08-09T06:00:00+02:00;Cross-Border Transmission IP between EU and Non-EU (import);Cross-Border EU|Non-EU;between EU and Non-EU;NWE;NE;Physical Flow;exit;0.0
4816;2021-08-08T06:00:00+02:00;2021-08-09T06:00:00+02:00;Cross-Border Transmission IP within EU;Cross-Border EU|EU;within EU;NWE;CE;Physical Flow;entry;3142703354.0
4817;2021-08-08T06:00:00+02:00;2021-08-09T06:00:00+02:00;Cross-Border Transmission IP within EU;Cross-Border EU|EU;within EU;NWE;CE;Physical Flow;exit;7724384802.0
4818;2021-08-08T06:00:00+02:00;2021-08-09T06:00:00+02:00;Cross-Border Transmission IP within EU;Cross-Border EU|EU;within EU;NWE;NE;Physical Flow;entry;0.0
4819;2021-08-08T06:00:00+02:00;2021-08-09T06:00:00+02:00;Cross-Border Transmission IP within EU;Cross-Border EU|EU;within EU;NWE;NE;Physical Flow;exit;130298028.0
4820;2021-08-08T06:00:00+02:00;2021-08-09T06:00:00+02:00;Cross-Border Transmission IP within EU;Cross-Border EU|EU;within EU;NWE;NWE;Physical Flow;entry;1167109519.8
4821;2021-08-08T06:00:00+02:00;2021-08-09T06:00:00+02:00;Cross-Border Transmission IP within EU;Cross-Border EU|EU;within EU;NWE;NWE;Physical Flow;exit;1183609584.0
4822;2021-08-08T06:00:00+02:00;2021-08-09T06:00:00+02:00;Cross-Border Transmission IP within EU;Cross-Border EU|EU;within EU;NWE;WE;Physical Flow;entry;0.0
4823;2021-08-08T06:00:00+02:00;2021-08-09T06:00:00+02:00;Cross-Border Transmission IP within EU;Cross-Border EU|EU;within EU;NWE;WE;Physical Flow;exit;71456028.0
4824;2021-08-08T06:00:00+02:00;2021-08-09T06:00:00+02:00;Cross-Border Transmission IP within EU;In-country EU;within EU;NWE;NWE;Physical Flow;entry;385390486.0
4825;2021-08-08T06:00:00+02:00;2021-08-09T06:00:00+02:00;Cross-Border Transmission IP within EU;In-country EU;within EU;NWE;NWE;Physical Flow;exit;0.0
4826;2021-08-08T06:00:00+02:00;2021-08-09T06:00:00+02:00;Storage point;In-country EU;within EU;NWE;NWE;Physical Flow;entry;261440175.0
4827;2021-08-08T06:00:00+02:00;2021-08-09T06:00:00+02:00;Storage point;In-country EU;within EU;NWE;NWE;Physical Flow;exit;2149782527.5599995
4828;2021-08-08T06:00:00+02:00;2021-08-09T06:00:00+02:00;Transmission Point;In-country EU;within EU;NWE;NWE;Physical Flow;entry;892312421.678
4829;2021-08-08T06:00:00+02:00;2021-08-09T06:00:00+02:00;Transmission Point;In-country EU;within EU;NWE;NWE;Physical Flow;exit;887318541.2
4830;2021-08-09T06:00:00+02:00;2021-08-10T06:00:00+02:00;Aggregated Point - Final Consumers;In-country EU;within EU;NWE;NWE;Physical Flow;exit;331152647.28000003
4831;2021-08-09T06:00:00+02:00;2021-08-10T06:00:00+02:00;Aggregated production point - TP;In-country EU;within EU;NWE;NWE;Physical Flow;entry;127848943.512
4832;2021-08-09T06:00:00+02:00;2021-08-10T06:00:00+02:00;Cross-Border Transmission IP between EU and Non-EU;Cross-Border EU|Non-EU;between EU and Non-EU;NWE;CH/IT;Physical Flow;entry;0.0
4833;2021-08-09T06:00:00+02:00;2021-08-10T06:00:00+02:00;Cross-Border Transmission IP between EU and Non-EU;Cross-Border EU|Non-EU;between EU and Non-EU;NWE;CH/IT;Physical Flow;exit;315054678.71000004
4834;2021-08-09T06:00:00+02:00;2021-08-10T06:00:00+02:00;Cross-Border Transmission IP between EU and Non-EU (import);Cross-Border EU|Non-EU;between EU and Non-EU;NWE;EE;Physical Flow;entry;5661542126.0
4835;2021-08-09T06:00:00+02:00;2021-08-10T06:00:00+02:00;Cross-Border Transmission IP between EU and Non-EU (import);Cross-Border EU|Non-EU;between EU and Non-EU;NWE;EE;Physical Flow;exit;0.0
4836;2021-08-09T06:00:00+02:00;2021-08-10T06:00:00+02:00;Cross-Border Transmission IP between EU and Non-EU (import);Cross-Border EU|Non-EU;between EU and Non-EU;NWE;NE;Physical Flow;entry;4288366236.0
4837;2021-08-09T06:00:00+02:00;2021-08-10T06:00:00+02:00;Cross-Border Transmission IP between EU and Non-EU (import);Cross-Border EU|Non-EU;between EU and Non-EU;NWE;NE;Physical Flow;exit;0.0
4838;2021-08-09T06:00:00+02:00;2021-08-10T06:00:00+02:00;Cross-Border Transmission IP within EU;Cross-Border EU|EU;within EU;NWE;CE;Physical Flow;entry;3320835036.0
4839;2021-08-09T06:00:00+02:00;2021-08-10T06:00:00+02:00;Cross-Border Transmission IP within EU;Cross-Border EU|EU;within EU;NWE;CE;Physical Flow;exit;7792010291.0
4840;2021-08-09T06:00:00+02:00;2021-08-10T06:00:00+02:00;Cross-Border Transmission IP within EU;Cross-Border EU|EU;within EU;NWE;NE;Physical Flow;entry;0.0
4841;2021-08-09T06:00:00+02:00;2021-08-10T06:00:00+02:00;Cross-Border Transmission IP within EU;Cross-Border EU|EU;within EU;NWE;NE;Physical Flow;exit;143434174.0
4842;2021-08-09T06:00:00+02:00;2021-08-10T06:00:00+02:00;Cross-Border Transmission IP within EU;Cross-Border EU|EU;within EU;NWE;NWE;Physical Flow;entry;1045050397.5999999
4843;2021-08-09T06:00:00+02:00;2021-08-10T06:00:00+02:00;Cross-Border Transmission IP within EU;Cross-Border EU|EU;within EU;NWE;NWE;Physical Flow;exit;1006612882.0
4844;2021-08-09T06:00:00+02:00;2021-08-10T06:00:00+02:00;Cross-Border Transmission IP within EU;Cross-Border EU|EU;within EU;NWE;WE;Physical Flow;entry;0.0
