;capacity_booking_status;capacity_type;connection;connection_remarks;country_code;data_set;direction;direction_key;display_order;exchange_rate_reference_date;flow_status;from_b_z;general_remarks;id;id_point_type;indicator;interruption_type;is_archived;is_unlimited;item_remarks;last_update_date_time;operator;operator_currency;operator_key;operator_label;operator_point_direction;period_from;period_to;period_type;point_key;point_label;point_type;product_simulation_cost_in_e_u_r_o;product_simulation_cost_in_local_currency;product_simulation_cost_remarks;product_type;remarks;restoration_information;tariff_capacity_remarks;tariff_capacity_type;tariff_capacity_unit;tariff_period_remarks;to_b_z;tso_eic_code;tso_item_identifier;unit;value
127;;; Fluxys Belgium -> GRTgaz;;BE;3;;exit;6;N/A;;L-Zone;;321Z000000000011DInterruptibleYearlyBE-TSO-0001ITP-00115exit2018-01-01T05:00:00+00:00__2019-01-01T05:00:00+00:00;0;;;False;;;2020-12-28T09:37:00+01:00;Fluxys Belgium;EUR;BE-TSO-0001;;be-tso-0001itp-00115exit;2018-01-01T06:00:00+01:00;2019-01-01T06:00:00+01:00;;ITP-00115;Blaregnies L (BE) / Taisnières B (FR);CB_ITP_EU;59548.32;59548.32;;Yearly;;;;Interruptible;kWh/h;;TRF;21X-BE-A-A0A0A-Y;21Z000000000011D;;
128;;; Fluxys Belgium -> Interconnector;;BE;3;;exit;6;N/A;;BeLux;;321Z0000000000074InterruptibleYearlyBE-TSO-0001ITP-00061exit2018-01-01T05:00:00+00:00__2019-01-01T05:00:00+00:00;0;;;False;;;2020-12-28T09:37:00+01:00;Fluxys Belgium;EUR;BE-TSO-0001;;be-tso-0001itp-00061exit;2018-01-01T06:00:00+01:00;2019-01-01T06:00:00+01:00;;ITP-00061;Zeebrugge IZT;CB_ITP_EU;101756.66;101756.66;;Yearly;;;;Interruptible;kWh/h;;IUK;21X-BE-A-A0A0A-Y;21Z0000000000074;;
129;;; GASCADE Gastransport -> Fluxys Belgium;;BE;3;;entry;6;N/A;;GASPOOL;;321Z0000000000155InterruptibleYearlyBE-TSO-0001ITP-00112entry2018-01-01T05:00:00+00:00__2019-01-01T05:00:00+00:00;0;;;False;;;2020-12-28T09:37:00+01:00;Fluxys Belgium;EUR;BE-TSO-0001;;be-tso-0001itp-00112entry;2018-01-01T06:00:00+01:00;2019-01-01T06:00:00+01:00;;ITP-00112;Eynatten 1 (BE) // Lichtenbusch / Raeren (DE);CB_ITP_EU;29339.99;29339.99;;Yearly;;;;Interruptible;kWh/h;;BeLux;21X-BE-A-A0A0A-Y;21Z0000000000155;;
130;;; Interconnector -> Fluxys Belgium;;BE;3;;entry;6;N/A;;IUK;;321Z0000000000074InterruptibleYearlyBE-TSO-0001ITP-00061entry2018-01-01T05:00:00+00:00__2019-01-01T05:00:00+00:00;0;;;False;;;2020-12-28T09:37:00+01:00;Fluxys Belgium;EUR;BE-TSO-0001;;be-tso-0001itp-00061entry;2018-01-01T06:00:00+01:00;2019-01-01T06:00:00+01:00;;ITP-00061;Zeebrugge IZT;CB_ITP_EU;29339.99;29339.99;;Yearly;;;;Interruptible;kWh/h;;BeLux;21X-BE-A-A0A0A-Y;21Z0000000000074;;
131;;; GTS -> Fluxys Belgium;;BE;3;;entry;6;N/A;;Netherlands;;321Z000000000243TInterruptibleYearlyBE-TSO-0001ITP-00038entry2018-01-01T05:00:00+00:00__2019-01-01T05:00:00+00:00;0;;;False;;;2020-12-28T09:37:00+01:00;Fluxys Belgium;EUR;BE-TSO-0001;;be-tso-0001itp-00038entry;2018-01-01T06:00:00+01:00;2019-01-01T06:00:00+01:00;;ITP-00038;Hilvarenbeek;CB_ITP_EU;33089.99;33089.99;;Yearly;;;;Interruptible;kWh/h;;L-Zone;21X-BE-A-A0A0A-Y;21Z000000000243T;;
132;;; Fluxys Belgium -> Zebra Pijpleiding, Fluxys Belgium -> GTS;;BE;3;;exit;6;N/A;;BeLux;;321Z0000000001062InterruptibleYearlyBE-TSO-0001ITP-00088exit2018-01-01T05:00:00+00:00__2019-01-01T05:00:00+00:00;0;;;False;;;2020-12-28T09:37:00+01:00;Fluxys Belgium;EUR;BE-TSO-0001;;be-tso-0001itp-00088exit;2018-01-01T06:00:00+01:00;2019-01-01T06:00:00+01:00;;ITP-00088;Zandvliet H-gas;CB_ITP_EU;68381.66;68381.66;;Yearly;;;;Interruptible;kWh/h;;Netherlands;21X-BE-A-A0A0A-Y;21Z0000000001062;;
133;;; GRTgaz -> Fluxys Belgium;;BE;3;;entry;6;N/A;;TRF;;321Z0000000004847InterruptibleYearlyBE-TSO-0001ITP-00526entry2018-01-01T05:00:00+00:00__2019-01-01T05:00:00+00:00;0;;;False;;;2020-12-28T09:37:00+01:00;Fluxys Belgium;EUR;BE-TSO-0001;;be-tso-0001itp-00526entry;2018-01-01T06:00:00+01:00;2019-01-01T06:00:00+01:00;;ITP-00526;VIRTUALYS;CB_ITP_EU;29339.99;29339.99;;Yearly;;;;Interruptible;kWh/h;;BeLux;21X-BE-A-A0A0A-Y;21Z0000000004847;;
134;;; Fluxys Belgium -> GRTgaz;;BE;3;;exit;6;N/A;;BeLux;;321Z0000000004847InterruptibleYearlyBE-TSO-0001ITP-00526exit2018-01-01T05:00:00+00:00__2019-01-01T05:00:00+00:00;0;;;False;;;2020-12-28T09:37:00+01:00;Fluxys Belgium;EUR;BE-TSO-0001;;be-tso-0001itp-00526exit;2018-01-01T06:00:00+01:00;2019-01-01T06:00:00+01:00;;ITP-00526;VIRTUALYS;CB_ITP_EU;58464.99;58464.99;;Yearly;;;;Interruptible;kWh/h;;TRF;21X-BE-A-A0A0A-Y;21Z0000000004847;;
135;;; GRTgaz -> Fluxys Belgium;;BE;3;;entry;7;N/A;;PEG North;;321Z000000000012BInterruptibleQuarterlyBE-TSO-0001ITP-00114entry2018-01-01T05:00:00+00:00__2019-01-01T05:00:00+00:00;0;;;False;;;2020-12-28T09:37:00+01:00;Fluxys Belgium;EUR;BE-TSO-0001;;be-tso-0001itp-00114entry;2018-01-01T06:00:00+01:00;2019-01-01T06:00:00+01:00;;ITP-00114;Blaregnies (BE) / Taisnières (H) (FR) (Segeo);CB_ITP_EU;43675.38;43675.38;;Quarterly;;;;Interruptible;kWh/h;;BeLux;21X-BE-A-A0A0A-Y;21Z000000000012B;;
136;;; Zebra Pijpleiding -> Fluxys Belgium, GTS -> Fluxys Belgium;;BE;3;;entry;7;N/A;;Netherlands;;321Z0000000001062InterruptibleQuarterlyBE-TSO-0001ITP-00088entry2018-01-01T05:00:00+00:00__2019-01-01T05:00:00+00:00;0;;;False;;;2020-12-28T09:37:00+01:00;Fluxys Belgium;EUR;BE-TSO-0001;;be-tso-0001itp-00088entry;2018-01-01T06:00:00+01:00;2019-01-01T06:00:00+01:00;;ITP-00088;Zandvliet H-gas;CB_ITP_EU;43675.38;43675.38;;Quarterly;;;;Interruptible;kWh/h;;BeLux;21X-BE-A-A0A0A-Y;21Z0000000001062;;
137;;; GRTgaz -> Fluxys Belgium;;BE;3;;entry;7;N/A;;TRF;;321Z000000000011DInterruptibleQuarterlyBE-TSO-0001ITP-00115entry2018-01-01T05:00:00+00:00__2019-01-01T05:00:00+00:00;0;;;False;;;2020-12-28T09:37:00+01:00;Fluxys Belgium;EUR;BE-TSO-0001;;be-tso-0001itp-00115entry;2018-01-01T06:00:00+01:00;2019-01-01T06:00:00+01:00;;ITP-00115;Blaregnies L (BE) / Taisnières B (FR);CB_ITP_EU;49627.3;49627.3;;Quarterly;;;;Interruptible;kWh/h;;L-Zone;21X-BE-A-A0A0A-Y;21Z000000000011D;;
138;;; Zebra Pijpleiding -> Fluxys Belgium, GTS -> Fluxys Belgium;;BE;3;;entry;7;N/A;;Netherlands;;321Z000000000019YInterruptibleQuarterlyBE-TSO-0001ITP-00101entry2018-01-01T05:00:00+00:00__2019-01-01T05:00:00+00:00;0;;;False;;;2020-12-28T09:37:00+01:00;Fluxys Belgium;EUR;BE-TSO-0001;;be-tso-0001itp-00101entry;2018-01-01T06:00:00+01:00;2019-01-01T06:00:00+01:00;;ITP-00101;Zelzate;CB_ITP_EU;43675.38;43675.38;;Quarterly;;;;Interruptible;kWh/h;;BeLux;21X-BE-A-A0A0A-Y;21Z000000000019Y;;
139;;; Zebra Pijpleiding -> Fluxys Belgium, GTS -> Fluxys Belgium;;BE;3;;entry;7;N/A;;Netherlands;;321Z000000000169FInterruptibleQuarterlyBE-TSO-0001ITP-00258entry2018-01-01T05:00:00+00:00__2019-01-01T05:00:00+00:00;0;;;False;;;2020-12-28T09:37:00+01:00;Fluxys Belgium;EUR;BE-TSO-0001;;be-tso-0001itp-00258entry;2018-01-01T06:00:00+01:00;2019-01-01T06:00:00+01:00;;ITP-00258;'s Gravenvoeren Dilsen (BE) // 's Gravenvoeren/Obbicht (NL);CB_ITP_EU;43675.38;43675.38;;Quarterly;;;;Interruptible;kWh/h;;BeLux;21X-BE-A-A0A0A-Y;21Z000000000169F;;
140;;; GRTgaz -> Fluxys Belgium;;BE;3;;entry;7;N/A;;PEG North;;321Z000000000010FInterruptibleQuarterlyBE-TSO-0001ITP-00147entry2018-01-01T05:00:00+00:00__2019-01-01T05:00:00+00:00;0;;;False;;;2020-12-28T09:37:00+01:00;Fluxys Belgium;EUR;BE-TSO-0001;;be-tso-0001itp-00147entry;2018-01-01T06:00:00+01:00;2019-01-01T06:00:00+01:00;;ITP-00147;Blaregnies (H) (BE) / Taisnières (H) (FR) (Troll);CB_ITP_EU;43675.38;43675.38;;Quarterly;;;;Interruptible;kWh/h;;BeLux;21X-BE-A-A0A0A-Y;21Z000000000010F;;
141;;; Thyssengas -> Fluxys Belgium, Open Grid Europe -> Fluxys Belgium, Fluxys TENP -> Fluxys Belgium;;BE;3;;entry;7;N/A;;NCG;;321Z0000000000163InterruptibleQuarterlyBE-TSO-0001ITP-00159entry2018-01-01T05:00:00+00:00__2019-01-01T05:00:00+00:00;0;;;False;;;2020-12-28T09:37:00+01:00;Fluxys Belgium;EUR;BE-TSO-0001;;be-tso-0001itp-00159entry;2018-01-01T06:00:00+01:00;2019-01-01T06:00:00+01:00;;ITP-00159;Eynatten 2 (BE) // Lichtenbusch / Raeren (DE);CB_ITP_EU;43675.38;43675.38;;Quarterly;;;;Interruptible;kWh/h;;BeLux;21X-BE-A-A0A0A-Y;21Z0000000000163;;
142;;; GRTgaz -> Fluxys Belgium;;BE;3;;entry;7;N/A;;PEG North;;321Z000000000359AInterruptibleQuarterlyBE-TSO-0001LNG-00005entry2018-01-01T05:00:00+00:00__2019-01-01T05:00:00+00:00;0;;;False;;;2020-12-28T09:37:00+01:00;Fluxys Belgium;EUR;BE-TSO-0001;;be-tso-0001lng-00005entry;2018-01-01T06:00:00+01:00;2019-01-01T06:00:00+01:00;;LNG-00005;Alveringem;CB_ITP_EU;43675.38;43675.38;;Quarterly;;;;Interruptible;kWh/h;;BeLux;21X-BE-A-A0A0A-Y;21Z000000000359A;;
143;;;  -> Fluxys Belgium;;BE;3;;entry;7;N/A;;BeLux;;321Z0000000000090InterruptibleQuarterlyBE-TSO-0001VTP-00029entry2018-01-01T05:00:00+00:00__2019-01-01T05:00:00+00:00;9;;;False;;;2020-12-28T09:37:00+01:00;Fluxys Belgium;EUR;BE-TSO-0001;;be-tso-0001vtp-00029entry;2018-01-01T06:00:00+01:00;2019-01-01T06:00:00+01:00;;VTP-00029;Zeebrugge Beach;IN_VTP;38752.26;38752.26;;Quarterly;;;;Interruptible;kWh/h;;BeLux;21X-BE-A-A0A0A-Y;21Z0000000000090;;
144;;; Fluxys Belgium -> Thyssengas, Fluxys Belgium -> Open Grid Europe, Fluxys Belgium -> Fluxys TENP;;BE;3;;exit;7;N/A;;BeLux;;321Z0000000000163InterruptibleQuarterlyBE-TSO-0001ITP-00159exit2018-01-01T05:00:00+00:00__2019-01-01T05:00:00+00:00;0;;;False;;;2020-12-28T09:37:00+01:00;Fluxys Belgium;EUR;BE-TSO-0001;;be-tso-0001itp-00159exit;2018-01-01T06:00:00+01:00;2019-01-01T06:00:00+01:00;;ITP-00159;Eynatten 2 (BE) // Lichtenbusch / Raeren (DE);CB_ITP_EU;101756.66;101756.66;;Quarterly;;;;Interruptible;kWh/h;;NCG;21X-BE-A-A0A0A-Y;21Z0000000000163;;
145;;; Fluxys Belgium -> GTS;;BE;3;;exit;7;N/A;;L-Zone;;321Z000000000243TInterruptibleQuarterlyBE-TSO-0001ITP-00038exit2018-01-01T05:00:00+00:00__2019-01-01T05:00:00+00:00;0;;;False;;;2020-12-28T09:37:00+01:00;Fluxys Belgium;EUR;BE-TSO-0001;;be-tso-0001itp-00038exit;2018-01-01T06:00:00+01:00;2019-01-01T06:00:00+01:00;;ITP-00038;Hilvarenbeek;CB_ITP_EU;59548.32;59548.32;;Quarterly;;;;Interruptible;kWh/h;;Netherlands;21X-BE-A-A0A0A-Y;21Z000000000243T;;
146;;; Fluxys Belgium -> Zebra Pijpleiding, Fluxys Belgium -> GTS;;BE;3;;exit;7;N/A;;BeLux;;321Z000000000169FInterruptibleQuarterlyBE-TSO-0001ITP-00258exit2018-01-01T05:00:00+00:00__2019-01-01T05:00:00+00:00;0;;;False;;;2020-12-28T09:37:00+01:00;Fluxys Belgium;EUR;BE-TSO-0001;;be-tso-0001itp-00258exit;2018-01-01T06:00:00+01:00;2019-01-01T06:00:00+01:00;;ITP-00258;'s Gravenvoeren Dilsen (BE) // 's Gravenvoeren/Obbicht (NL);CB_ITP_EU;68381.66;68381.66;;Quarterly;;;;Interruptible;kWh/h;;Netherlands;21X-BE-A-A0A0A-Y;21Z000000000169F;;
147;;; Fluxys Belgium -> Zebra Pijpleiding, Fluxys Belgium -> GTS;;BE;3;;exit;7;N/A;;BeLux;;321Z000000000019YInterruptibleQuarterlyBE-TSO-0001ITP-00101exit2018-01-01T05:00:00+00:00__2019-01-01T05:00:00+00:00;0;;;False;;;2020-12-28T09:37:00+01:00;Fluxys Belgium;EUR;BE-TSO-0001;;be-tso-0001itp-00101exit;2018-01-01T06:00:00+01:00;2019-01-01T06:00:00+01:00;;ITP-00101;Zelzate;CB_ITP_EU;68381.66;68381.66;;Quarterly;;;;Interruptible;kWh/h;;Netherlands;21X-BE-A-A0A0A-Y;21Z000000000019Y;;
148;;; Fluxys Belgium -> GRTgaz;;BE;3;;exit;7;N/A;;BeLux;;321Z000000000012BInterruptibleQuarterlyBE-TSO-0001ITP-00114exit2018-01-01T05:00:00+00:00__2019-01-01T05:00:00+00:00;0;;;False;;;2020-12-28T09:37:00+01:00;Fluxys Belgium;EUR;BE-TSO-0001;;be-tso-0001itp-00114exit;2018-01-01T06:00:00+01:00;2019-01-01T06:00:00+01:00;;ITP-00114;Blaregnies (BE) / Taisnières (H) (FR) (Segeo);CB_ITP_EU;58464.99;58464.99;;Quarterly;;;;Interruptible;kWh/h;;PEG North;21X-BE-A-A0A0A-Y;21Z000000000012B;;
149;;; Fluxys Belgium -> GRTgaz;;BE;3;;exit;7;N/A;;BeLux;;321Z000000000359AInterruptibleQuarterlyBE-TSO-0001LNG-00005exit2018-01-01T05:00:00+00:00__2019-01-01T05:00:00+00:00;0;;;False;;;2020-12-28T09:37:00+01:00;Fluxys Belgium;EUR;BE-TSO-0001;;be-tso-0001lng-00005exit;2018-01-01T06:00:00+01:00;2019-01-01T06:00:00+01:00;;LNG-00005;Alveringem;CB_ITP_EU;58464.99;58464.99;;Quarterly;;;;Interruptible;kWh/h;;PEG North;21X-BE-A-A0A0A-Y;21Z000000000359A;;
150;;; Fluxys Belgium -> GASCADE Gastransport;;BE;3;;exit;7;N/A;;BeLux;;321Z0000000000155InterruptibleQuarterlyBE-TSO-0001ITP-00112exit2018-01-01T05:00:00+00:00__2019-01-01T05:00:00+00:00;0;;;False;;;2020-12-28T09:37:00+01:00;Fluxys Belgium;EUR;BE-TSO-0001;;be-tso-0001itp-00112exit;2018-01-01T06:00:00+01:00;2019-01-01T06:00:00+01:00;;ITP-00112;Eynatten 1 (BE) // Lichtenbusch / Raeren (DE);CB_ITP_EU;101756.66;101756.66;;Quarterly;;;;Interruptible;kWh/h;;GASPOOL;21X-BE-A-A0A0A-Y;21Z0000000000155;;
151;;; Fluxys Belgium -> GRTgaz;;BE;3;;exit;7;N/A;;BeLux;;321Z000000000010FInterruptibleQuarterlyBE-TSO-0001ITP-00147exit2018-01-01T05:00:00+00:00__2019-01-01T05:00:00+00:00;0;;;False;;;2020-12-28T09:37:00+01:00;Fluxys Belgium;EUR;BE-TSO-0001;;be-tso-0001itp-00147exit;2018-01-01T06:00:00+01:00;2019-01-01T06:00:00+01:00;;ITP-00147;Blaregnies (H) (BE) / Taisnières (H) (FR) (Troll);CB_ITP_EU;58464.99;58464.99;;Quarterly;;;;Interruptible;kWh/h;;PEG North;21X-BE-A-A0A0A-Y;21Z000000000010F;;
152;;; Fluxys Belgium -> ;;BE;3;;exit;7;N/A;;BeLux;;321Z0000000000090InterruptibleQuarterlyBE-TSO-0001VTP-00029exit2018-01-01T05:00:00+00:00__2019-01-01T05:00:00+00:00;9;;;False;;;2020-12-28T09:37:00+01:00;Fluxys Belgium;EUR;BE-TSO-0001;;be-tso-0001vtp-00029exit;2018-01-01T06:00:00+01:00;2019-01-01T06:00:00+01:00;;VTP-00029;Zeebrugge Beach;IN_VTP;101756.66;101756.66;;Quarterly;;;;Interruptible;kWh/h;;BeLux;21X-BE-A-A0A0A-Y;21Z0000000000090;;
153;;; Fluxys Belgium -> GRTgaz;;BE;3;;exit;7;N/A;;L-Zone;;321Z000000000011DInterruptibleQuarterlyBE-TSO-0001ITP-00115exit2018-01-01T05:00:00+00:00__2019-01-01T05:00:00+00:00;0;;;False;;;2020-12-28T09:37:00+01:00;Fluxys Belgium;EUR;BE-TSO-0001;;be-tso-0001itp-00115exit;2018-01-01T06:00:00+01:00;2019-01-01T06:00:00+01:00;;ITP-00115;Blaregnies L (BE) / Taisnières B (FR);CB_ITP_EU;59548.32;59548.32;;Quarterly;;;;Interruptible;kWh/h;;TRF;21X-BE-A-A0A0A-Y;21Z000000000011D;;
154;;; Fluxys Belgium -> Interconnector;;BE;3;;exit;7;N/A;;BeLux;;321Z0000000000074InterruptibleQuarterlyBE-TSO-0001ITP-00061exit2018-01-01T05:00:00+00:00__2019-01-01T05:00:00+00:00;0;;;False;;;2020-12-28T09:37:00+01:00;Fluxys Belgium;EUR;BE-TSO-0001;;be-tso-0001itp-00061exit;2018-01-01T06:00:00+01:00;2019-01-01T06:00:00+01:00;;ITP-00061;Zeebrugge IZT;CB_ITP_EU;101756.66;101756.66;;Quarterly;;;;Interruptible;kWh/h;;IUK;21X-BE-A-A0A0A-Y;21Z0000000000074;;
155;;; GTS -> Fluxys Belgium;;BE;3;;entry;7;N/A;;Netherlands;;321Z000000000243TInterruptibleQuarterlyBE-TSO-0001ITP-00038entry2018-01-01T05:00:00+00:00__2019-01-01T05:00:00+00:00;0;;;False;;;2020-12-28T09:37:00+01:00;Fluxys Belgium;EUR;BE-TSO-0001;;be-tso-0001itp-00038entry;2018-01-01T06:00:00+01:00;2019-01-01T06:00:00+01:00;;ITP-00038;Hilvarenbeek;CB_ITP_EU;49627.3;49627.3;;Quarterly;;;;Interruptible;kWh/h;;L-Zone;21X-BE-A-A0A0A-Y;21Z000000000243T;;
156;;; GASCADE Gastransport -> Fluxys Belgium;;BE;3;;entry;7;N/A;;GASPOOL;;321Z0000000000155InterruptibleQuarterlyBE-TSO-0001ITP-00112entry2018-01-01T05:00:00+00:00__2019-01-01T05:00:00+00:00;0;;;False;;;2020-12-28T09:37:00+01:00;Fluxys Belgium;EUR;BE-TSO-0001;;be-tso-0001itp-00112entry;2018-01-01T06:00:00+01:00;2019-01-01T06:00:00+01:00;;ITP-00112;Eynatten 1 (BE) // Lichtenbusch / Raeren (DE);CB_ITP_EU;43675.38;43675.38;;Quarterly;;;;Interruptible;kWh/h;;BeLux;21X-BE-A-A0A0A-Y;21Z0000000000155;;
157;;; Interconnector -> Fluxys Belgium;;BE;3;;entry;7;N/A;;IUK;;321Z0000000000074InterruptibleQuarterlyBE-TSO-0001ITP-00061entry2018-01-01T05:00:00+00:00__2019-01-01T05:00:00+00:00;0;;;False;;;2020-12-28T09:37:00+01:00;Fluxys Belgium;EUR;BE-TSO-0001;;be-tso-0001itp-00061entry;2018-01-01T06:00:00+01:00;2019-01-01T06:00:00+01:00;;ITP-00061;Zeebrugge IZT;CB_ITP_EU;43675.38;43675.38;;Quarterly;;;;Interruptible;kWh/h;;BeLux;21X-BE-A-A0A0A-Y;21Z0000000000074;;
158;;; Fluxys Belgium -> Zebra Pijpleiding, Fluxys Belgium -> GTS;;BE;3;;exit;7;N/A;;BeLux;;321Z0000000001062InterruptibleQuarterlyBE-TSO-0001ITP-00088exit2018-01-01T05:00:00+00:00__2019-01-01T05:00:00+00:00;0;;;False;;;2020-12-28T09:37:00+01:00;Fluxys Belgium;EUR;BE-TSO-0001;;be-tso-0001itp-00088exit;2018-01-01T06:00:00+01:00;2019-01-01T06:00:00+01:00;;ITP-00088;Zandvliet H-gas;CB_ITP_EU;68381.66;68381.66;;Quarterly;;;;Interruptible;kWh/h;;Netherlands;21X-BE-A-A0A0A-Y;21Z0000000001062;;
159;;; GRTgaz -> Fluxys Belgium;;BE;3;;entry;7;N/A;;TRF;;321Z0000000004847InterruptibleQuarterlyBE-TSO-0001ITP-00526entry2018-01-01T05:00:00+00:00__2019-01-01T05:00:00+00:00;0;;;False;;;2020-12-28T09:37:00+01:00;Fluxys Belgium;EUR;BE-TSO-0001;;be-tso-0001itp-00526entry;2018-01-01T06:00:00+01:00;2019-01-01T06:00:00+01:00;;ITP-00526;VIRTUALYS;CB_ITP_EU;43675.38;43675.38;;Quarterly;;;;Interruptible;kWh/h;;BeLux;21X-BE-A-A0A0A-Y;21Z0000000004847;;
160;;; Fluxys Belgium -> GRTgaz;;BE;3;;exit;7;N/A;;BeLux;;321Z0000000004847InterruptibleQuarterlyBE-TSO-0001ITP-00526exit2018-01-01T05:00:00+00:00__2019-01-01T05:00:00+00:00;0;;;False;;;2020-12-28T09:37:00+01:00;Fluxys Belgium;EUR;BE-TSO-0001;;be-tso-0001itp-00526exit;2018-01-01T06:00:00+01:00;2019-01-01T06:00:00+01:00;;ITP-00526;VIRTUALYS;CB_ITP_EU;58464.99;58464.99;;Quarterly;;;;Interruptible;kWh/h;;TRF;21X-BE-A-A0A0A-Y;21Z0000000004847;;
161;;; Interconnector -> Fluxys Belgium;;BE;3;;entry;8;N/A;;IUK;;321Z0000000000074InterruptibleMonthlyBE-TSO-0001ITP-00061entry2018-01-01T05:00:00+00:00__2019-01-01T05:00:00+00:00;0;;;False;;;2020-12-28T09:37:00+01:00;Fluxys Belgium;EUR;BE-TSO-0001;;be-tso-0001itp-00061entry;2018-01-01T06:00:00+01:00;2019-01-01T06:00:00+01:00;;ITP-00061;Zeebrugge IZT;CB_ITP_EU;43675.58;43675.58;;Monthly;;;;Interruptible;kWh/h;;BeLux;21X-BE-A-A0A0A-Y;21Z0000000000074;;
162;;; GRTgaz -> Fluxys Belgium;;BE;3;;entry;8;N/A;;PEG North;;321Z000000000012BInterruptibleMonthlyBE-TSO-0001ITP-00114entry2018-01-01T05:00:00+00:00__2019-01-01T05:00:00+00:00;0;;;False;;;2020-12-28T09:37:00+01:00;Fluxys Belgium;EUR;BE-TSO-0001;;be-tso-0001itp-00114entry;2018-01-01T06:00:00+01:00;2019-01-01T06:00:00+01:00;;ITP-00114;Blaregnies (BE) / Taisnières (H) (FR) (Segeo);CB_ITP_EU;43675.58;43675.58;;Monthly;;;;Interruptible;kWh/h;;BeLux;21X-BE-A-A0A0A-Y;21Z000000000012B;;
163;;; GTS -> Fluxys Belgium;;BE;3;;entry;8;N/A;;Netherlands;;321Z000000000243TInterruptibleMonthlyBE-TSO-0001ITP-00038entry2018-01-01T05:00:00+00:00__2019-01-01T05:00:00+00:00;0;;;False;;;2020-12-28T09:37:00+01:00;Fluxys Belgium;EUR;BE-TSO-0001;;be-tso-0001itp-00038entry;2018-01-01T06:00:00+01:00;2019-01-01T06:00:00+01:00;;ITP-00038;Hilvarenbeek;CB_ITP_EU;49627.3;49627.3;;Monthly;;;;Interruptible;kWh/h;;L-Zone;21X-BE-A-A0A0A-Y;21Z000000000243T;;
164;;; Zebra Pijpleiding -> Fluxys Belgium, GTS -> Fluxys Belgium;;BE;3;;entry;8;N/A;;Netherlands;;321Z0000000001062InterruptibleMonthlyBE-TSO-0001ITP-00088entry2018-01-01T05:00:00+00:00__2019-01-01T05:00:00+00:00;0;;;False;;;2020-12-28T09:37:00+01:00;Fluxys Belgium;EUR;BE-TSO-0001;;be-tso-0001itp-00088entry;2018-01-01T06:00:00+01:00;2019-01-01T06:00:00+01:00;;ITP-00088;Zandvliet H-gas;CB_ITP_EU;43675.58;43675.58;;Monthly;;;;Interruptible;kWh/h;;BeLux;21X-BE-A-A0A0A-Y;21Z0000000001062;;
165;;; Zebra Pijpleiding -> Fluxys Belgium, GTS -> Fluxys Belgium;;BE;3;;entry;8;N/A;;Netherlands;;321Z000000000019YInterruptibleMonthlyBE-TSO-0001ITP-00101entry2018-01-01T05:00:00+00:00__2019-01-01T05:00:00+00:00;0;;;False;;;2020-12-28T09:37:00+01:00;Fluxys Belgium;EUR;BE-TSO-0001;;be-tso-0001itp-00101entry;2018-01-01T06:00:00+01:00;2019-01-01T06:00:00+01:00;;ITP-00101;Zelzate;CB_ITP_EU;43675.58;43675.58;;Monthly;;;;Interruptible;kWh/h;;BeLux;21X-BE-A-A0A0A-Y;21Z000000000019Y;;
166;;; Zebra Pijpleiding -> Fluxys Belgium, GTS -> Fluxys Belgium;;BE;3;;entry;8;N/A;;Netherlands;;321Z000000000169FInterruptibleMonthlyBE-TSO-0001ITP-00258entry2018-01-01T05:00:00+00:00__2019-01-01T05:00:00+00:00;0;;;False;;;2020-12-28T09:37:00+01:00;Fluxys Belgium;EUR;BE-TSO-0001;;be-tso-0001itp-00258entry;2018-01-01T06:00:00+01:00;2019-01-01T06:00:00+01:00;;ITP-00258;'s Gravenvoeren Dilsen (BE) // 's Gravenvoeren/Obbicht (NL);CB_ITP_EU;43675.58;43675.58;;Monthly;;;;Interruptible;kWh/h;;BeLux;21X-BE-A-A0A0A-Y;21Z000000000169F;;
167;;; GRTgaz -> Fluxys Belgium;;BE;3;;entry;8;N/A;;PEG North;;321Z000000000010FInterruptibleMonthlyBE-TSO-0001ITP-00147entry2018-01-01T05:00:00+00:00__2019-01-01T05:00:00+00:00;0;;;False;;;2020-12-28T09:37:00+01:00;Fluxys Belgium;EUR;BE-TSO-0001;;be-tso-0001itp-00147entry;2018-01-01T06:00:00+01:00;2019-01-01T06:00:00+01:00;;ITP-00147;Blaregnies (H) (BE) / Taisnières (H) (FR) (Troll);CB_ITP_EU;43675.58;43675.58;;Monthly;;;;Interruptible;kWh/h;;BeLux;21X-BE-A-A0A0A-Y;21Z000000000010F;;
168;;; GRTgaz -> Fluxys Belgium;;BE;3;;entry;8;N/A;;TRF;;321Z000000000011DInterruptibleMonthlyBE-TSO-0001ITP-00115entry2018-01-01T05:00:00+00:00__2019-01-01T05:00:00+00:00;0;;;False;;;2020-12-28T09:37:00+01:00;Fluxys Belgium;EUR;BE-TSO-0001;;be-tso-0001itp-00115entry;2018-01-01T06:00:00+01:00;2019-01-01T06:00:00+01:00;;ITP-00115;Blaregnies L (BE) / Taisnières B (FR);CB_ITP_EU;49627.3;49627.3;;Monthly;;;;Interruptible;kWh/h;;L-Zone;21X-BE-A-A0A0A-Y;21Z000000000011D;;
