;capacity_booking_status;capacity_commercial_type;capacity_type;data_set;direction_key;flow_status;general_remarks;id;indicator;interruption_type;is_cam_relevant;is_n_a;is_unlimited;item_remarks;last_update_date_time;operator_key;operator_label;original_period_from;period_from;period_to;period_type;point_key;point_label;restoration_information;tso_eic_code;tso_item_identifier;unit;value
194;;N/A;Interruptible;5;entry;;;52017-01-01 03:00:00 +00:002019-01-01 03:00:00 +00:0021X-BE-A-A0A0A-YBE-TSO-0001ITP-00110entryActualInterruptibleN/AkWh/d;;Actual;;;;No actual interruptions of Interruptible capacity;2018-01-22T11:32:31+01:00;BE-TSO-0001;Fluxys Belgium;;2017-01-01T04:00:00+01:00;2019-01-01T04:00:00+01:00;;ITP-00110;Zelzate (Zebra Pijpleiding);;21X-BE-A-A0A0A-Y;21Z0000000000171;kWh/d;0.0
195;;N/A;Interruptible;5;entry;;;52017-01-01 03:00:00 +00:002019-01-01 03:00:00 +00:0021X-BE-A-A0A0A-YBE-TSO-0001ITP-00110entryPlannedInterruptibleN/AkWh/d;;Planned;;;;No planned interruption of Interruptible capacity;2018-01-22T11:32:31+01:00;BE-TSO-0001;Fluxys Belgium;;2017-01-01T04:00:00+01:00;2019-01-01T04:00:00+01:00;;ITP-00110;Zelzate (Zebra Pijpleiding);;21X-BE-A-A0A0A-Y;21Z0000000000171;kWh/d;0.0
196;;Booked;Interruptible;5;exit;;;52017-01-01 03:00:00 +00:002019-01-01 03:00:00 +00:0021X-BE-A-A0A0A-YBE-TSO-0001ITP-00110exitActualInterruptibleBookedkWh/d;;Actual;;;;No actual interruptions of Interruptible capacity;2018-01-22T11:32:31+01:00;BE-TSO-0001;Fluxys Belgium;;2017-01-01T04:00:00+01:00;2019-01-01T04:00:00+01:00;;ITP-00110;Zelzate (Zebra Pijpleiding);;21X-BE-A-A0A0A-Y;21Z0000000000171;kWh/d;
197;;Booked;Interruptible;5;exit;;;52017-01-01 03:00:00 +00:002019-01-01 03:00:00 +00:0021X-BE-A-A0A0A-YBE-TSO-0001ITP-00110exitPlannedInterruptibleBookedkWh/d;;Planned;;;;No planned interruption of Interruptible capacity;2018-01-22T11:32:31+01:00;BE-TSO-0001;Fluxys Belgium;;2017-01-01T04:00:00+01:00;2019-01-01T04:00:00+01:00;;ITP-00110;Zelzate (Zebra Pijpleiding);;21X-BE-A-A0A0A-Y;21Z0000000000171;kWh/d;
198;;N/A;Interruptible;5;exit;;;52017-01-01 03:00:00 +00:002019-01-01 03:00:00 +00:0021X-BE-A-A0A0A-YBE-TSO-0001ITP-00110exitActualInterruptibleN/AkWh/d;;Actual;;;;No actual interruptions of Interruptible capacity;2018-01-22T11:32:31+01:00;BE-TSO-0001;Fluxys Belgium;;2017-01-01T04:00:00+01:00;2019-01-01T04:00:00+01:00;;ITP-00110;Zelzate (Zebra Pijpleiding);;21X-BE-A-A0A0A-Y;21Z0000000000171;kWh/d;0.0
199;;N/A;Interruptible;5;exit;;;52017-01-01 03:00:00 +00:002019-01-01 03:00:00 +00:0021X-BE-A-A0A0A-YBE-TSO-0001ITP-00110exitPlannedInterruptibleN/AkWh/d;;Planned;;;;No planned interruption of Interruptible capacity;2018-01-22T11:32:31+01:00;BE-TSO-0001;Fluxys Belgium;;2017-01-01T04:00:00+01:00;2019-01-01T04:00:00+01:00;;ITP-00110;Zelzate (Zebra Pijpleiding);;21X-BE-A-A0A0A-Y;21Z0000000000171;kWh/d;0.0
200;;Booked;Interruptible;5;entry;;;52017-01-01 03:00:00 +00:002019-01-01 03:00:00 +00:0021X-BE-A-A0A0A-YBE-TSO-0001ITP-00110entryActualInterruptibleBookedkWh/h;;Actual;;;;No actual interruptions of Interruptible capacity;2018-01-22T11:32:31+01:00;BE-TSO-0001;Fluxys Belgium;;2017-01-01T04:00:00+01:00;2019-01-01T04:00:00+01:00;;ITP-00110;Zelzate (Zebra Pijpleiding);;21X-BE-A-A0A0A-Y;21Z0000000000171;kWh/h;
201;;Booked;Interruptible;5;entry;;;52017-01-01 03:00:00 +00:002019-01-01 03:00:00 +00:0021X-BE-A-A0A0A-YBE-TSO-0001ITP-00110entryPlannedInterruptibleBookedkWh/h;;Planned;;;;No planned interruption of Interruptible capacity;2018-01-22T11:32:31+01:00;BE-TSO-0001;Fluxys Belgium;;2017-01-01T04:00:00+01:00;2019-01-01T04:00:00+01:00;;ITP-00110;Zelzate (Zebra Pijpleiding);;21X-BE-A-A0A0A-Y;21Z0000000000171;kWh/h;
202;;N/A;Interruptible;5;entry;;;52017-01-01 03:00:00 +00:002019-01-01 03:00:00 +00:0021X-BE-A-A0A0A-YBE-TSO-0001ITP-00110entryActualInterruptibleN/AkWh/h;;Actual;;;;No actual interruptions of Interruptible capacity;2018-01-22T11:32:31+01:00;BE-TSO-0001;Fluxys Belgium;;2017-01-01T04:00:00+01:00;2019-01-01T04:00:00+01:00;;ITP-00110;Zelzate (Zebra Pijpleiding);;21X-BE-A-A0A0A-Y;21Z0000000000171;kWh/h;0.0
203;;N/A;Interruptible;5;entry;;;52017-01-01 03:00:00 +00:002019-01-01 03:00:00 +00:0021X-BE-A-A0A0A-YBE-TSO-0001ITP-00110entryPlannedInterruptibleN/AkWh/h;;Planned;;;;No planned interruption of Interruptible capacity;2018-01-22T11:32:31+01:00;BE-TSO-0001;Fluxys Belgium;;2017-01-01T04:00:00+01:00;2019-01-01T04:00:00+01:00;;ITP-00110;Zelzate (Zebra Pijpleiding);;21X-BE-A-A0A0A-Y;21Z0000000000171;kWh/h;0.0
204;;Booked;Interruptible;5;exit;;;52017-01-01 03:00:00 +00:002019-01-01 03:00:00 +00:0021X-BE-A-A0A0A-YBE-TSO-0001ITP-00110exitActualInterruptibleBookedkWh/h;;Actual;;;;No actual interruptions of Interruptible capacity;2018-01-22T11:32:31+01:00;BE-TSO-0001;Fluxys Belgium;;2017-01-01T04:00:00+01:00;2019-01-01T04:00:00+01:00;;ITP-00110;Zelzate (Zebra Pijpleiding);;21X-BE-A-A0A0A-Y;21Z0000000000171;kWh/h;
205;;Booked;Interruptible;5;exit;;;52017-01-01 03:00:00 +00:002019-01-01 03:00:00 +00:0021X-BE-A-A0A0A-YBE-TSO-0001ITP-00110exitPlannedInterruptibleBookedkWh/h;;Planned;;;;No planned interruption of Interruptible capacity;2018-01-22T11:32:31+01:00;BE-TSO-0001;Fluxys Belgium;;2017-01-01T04:00:00+01:00;2019-01-01T04:00:00+01:00;;ITP-00110;Zelzate (Zebra Pijpleiding);;21X-BE-A-A0A0A-Y;21Z0000000000171;kWh/h;
206;;N/A;Interruptible;5;exit;;;52017-01-01 03:00:00 +00:002019-01-01 03:00:00 +00:0021X-BE-A-A0A0A-YBE-TSO-0001ITP-00110exitActualInterruptibleN/AkWh/h;;Actual;;;;No actual interruptions of Interruptible capacity;2018-01-22T11:32:31+01:00;BE-TSO-0001;Fluxys Belgium;;2017-01-01T04:00:00+01:00;2019-01-01T04:00:00+01:00;;ITP-00110;Zelzate (Zebra Pijpleiding);;21X-BE-A-A0A0A-Y;21Z0000000000171;kWh/h;0.0
207;;N/A;Interruptible;5;exit;;;52017-01-01 03:00:00 +00:002019-01-01 03:00:00 +00:0021X-BE-A-A0A0A-YBE-TSO-0001ITP-00110exitPlannedInterruptibleN/AkWh/h;;Planned;;;;No planned interruption of Interruptible capacity;2018-01-22T11:32:31+01:00;BE-TSO-0001;Fluxys Belgium;;2017-01-01T04:00:00+01:00;2019-01-01T04:00:00+01:00;;ITP-00110;Zelzate (Zebra Pijpleiding);;21X-BE-A-A0A0A-Y;21Z0000000000171;kWh/h;0.0
208;;Booked;Interruptible;5;entry;;;52017-01-01 03:00:00 +00:002019-01-01 03:00:00 +00:0021X-BE-A-A0A0A-YBE-TSO-0001ITP-00101entryActualInterruptibleBookedkWh/d;;Actual;;;;No actual interruptions of Interruptible capacity;2018-01-22T11:32:31+01:00;BE-TSO-0001;Fluxys Belgium;;2017-01-01T04:00:00+01:00;2019-01-01T04:00:00+01:00;;ITP-00101;Zelzate;;21X-BE-A-A0A0A-Y;21Z000000000019Y;kWh/d;
209;;Booked;Interruptible;5;entry;;;52017-01-01 03:00:00 +00:002019-01-01 03:00:00 +00:0021X-BE-A-A0A0A-YBE-TSO-0001ITP-00101entryPlannedInterruptibleBookedkWh/d;;Planned;;;;No planned interruption of Interruptible capacity;2018-01-22T11:32:31+01:00;BE-TSO-0001;Fluxys Belgium;;2017-01-01T04:00:00+01:00;2019-01-01T04:00:00+01:00;;ITP-00101;Zelzate;;21X-BE-A-A0A0A-Y;21Z000000000019Y;kWh/d;
210;;N/A;Interruptible;5;entry;;;52017-01-01 03:00:00 +00:002019-01-01 03:00:00 +00:0021X-BE-A-A0A0A-YBE-TSO-0001ITP-00101entryActualInterruptibleN/AkWh/d;;Actual;;;;No actual interruptions of Interruptible capacity;2018-01-22T11:32:31+01:00;BE-TSO-0001;Fluxys Belgium;;2017-01-01T04:00:00+01:00;2019-01-01T04:00:00+01:00;;ITP-00101;Zelzate;;21X-BE-A-A0A0A-Y;21Z000000000019Y;kWh/d;0.0
211;;N/A;Interruptible;5;entry;;;52017-01-01 03:00:00 +00:002019-01-01 03:00:00 +00:0021X-BE-A-A0A0A-YBE-TSO-0001ITP-00101entryPlannedInterruptibleN/AkWh/d;;Planned;;;;No planned interruption of Interruptible capacity;2018-01-22T11:32:31+01:00;BE-TSO-0001;Fluxys Belgium;;2017-01-01T04:00:00+01:00;2019-01-01T04:00:00+01:00;;ITP-00101;Zelzate;;21X-BE-A-A0A0A-Y;21Z000000000019Y;kWh/d;0.0
212;;Booked;Interruptible;5;exit;;;52017-01-01 03:00:00 +00:002019-01-01 03:00:00 +00:0021X-BE-A-A0A0A-YBE-TSO-0001ITP-00101exitActualInterruptibleBookedkWh/d;;Actual;;;;No actual interruptions of Interruptible capacity;2018-01-22T11:32:31+01:00;BE-TSO-0001;Fluxys Belgium;;2017-01-01T04:00:00+01:00;2019-01-01T04:00:00+01:00;;ITP-00101;Zelzate;;21X-BE-A-A0A0A-Y;21Z000000000019Y;kWh/d;
213;;Booked;Interruptible;5;exit;;;52017-01-01 03:00:00 +00:002019-01-01 03:00:00 +00:0021X-BE-A-A0A0A-YBE-TSO-0001ITP-00101exitPlannedInterruptibleBookedkWh/d;;Planned;;;;No planned interruption of Interruptible capacity;2018-01-22T11:32:31+01:00;BE-TSO-0001;Fluxys Belgium;;2017-01-01T04:00:00+01:00;2019-01-01T04:00:00+01:00;;ITP-00101;Zelzate;;21X-BE-A-A0A0A-Y;21Z000000000019Y;kWh/d;
214;;N/A;Interruptible;5;exit;;;52017-01-01 03:00:00 +00:002019-01-01 03:00:00 +00:0021X-BE-A-A0A0A-YBE-TSO-0001ITP-00101exitActualInterruptibleN/AkWh/d;;Actual;;;;No actual interruptions of Interruptible capacity;2018-01-22T11:32:31+01:00;BE-TSO-0001;Fluxys Belgium;;2017-01-01T04:00:00+01:00;2019-01-01T04:00:00+01:00;;ITP-00101;Zelzate;;21X-BE-A-A0A0A-Y;21Z000000000019Y;kWh/d;0.0
215;;N/A;Interruptible;5;exit;;;52017-01-01 03:00:00 +00:002019-01-01 03:00:00 +00:0021X-BE-A-A0A0A-YBE-TSO-0001ITP-00101exitPlannedInterruptibleN/AkWh/d;;Planned;;;;No planned interruption of Interruptible capacity;2018-01-22T11:32:31+01:00;BE-TSO-0001;Fluxys Belgium;;2017-01-01T04:00:00+01:00;2019-01-01T04:00:00+01:00;;ITP-00101;Zelzate;;21X-BE-A-A0A0A-Y;21Z000000000019Y;kWh/d;0.0
216;;Booked;Interruptible;5;entry;;;52017-01-01 03:00:00 +00:002019-01-01 03:00:00 +00:0021X-BE-A-A0A0A-YBE-TSO-0001ITP-00101entryActualInterruptibleBookedkWh/h;;Actual;;;;No actual interruptions of Interruptible capacity;2018-01-22T11:32:31+01:00;BE-TSO-0001;Fluxys Belgium;;2017-01-01T04:00:00+01:00;2019-01-01T04:00:00+01:00;;ITP-00101;Zelzate;;21X-BE-A-A0A0A-Y;21Z000000000019Y;kWh/h;
217;;Booked;Interruptible;5;entry;;;52017-01-01 03:00:00 +00:002019-01-01 03:00:00 +00:0021X-BE-A-A0A0A-YBE-TSO-0001ITP-00101entryPlannedInterruptibleBookedkWh/h;;Planned;;;;No planned interruption of Interruptible capacity;2018-01-22T11:32:31+01:00;BE-TSO-0001;Fluxys Belgium;;2017-01-01T04:00:00+01:00;2019-01-01T04:00:00+01:00;;ITP-00101;Zelzate;;21X-BE-A-A0A0A-Y;21Z000000000019Y;kWh/h;
218;;N/A;Interruptible;5;entry;;;52017-01-01 03:00:00 +00:002019-01-01 03:00:00 +00:0021X-BE-A-A0A0A-YBE-TSO-0001ITP-00101entryActualInterruptibleN/AkWh/h;;Actual;;;;No actual interruptions of Interruptible capacity;2018-01-22T11:32:31+01:00;BE-TSO-0001;Fluxys Belgium;;2017-01-01T04:00:00+01:00;2019-01-01T04:00:00+01:00;;ITP-00101;Zelzate;;21X-BE-A-A0A0A-Y;21Z000000000019Y;kWh/h;0.0
219;;N/A;Interruptible;5;entry;;;52017-01-01 03:00:00 +00:002019-01-01 03:00:00 +00:0021X-BE-A-A0A0A-YBE-TSO-0001ITP-00101entryPlannedInterruptibleN/AkWh/h;;Planned;;;;No planned interruption of Interruptible capacity;2018-01-22T11:32:31+01:00;BE-TSO-0001;Fluxys Belgium;;2017-01-01T04:00:00+01:00;2019-01-01T04:00:00+01:00;;ITP-00101;Zelzate;;21X-BE-A-A0A0A-Y;21Z000000000019Y;kWh/h;0.0
220;;Booked;Interruptible;5;exit;;;52017-01-01 03:00:00 +00:002019-01-01 03:00:00 +00:0021X-BE-A-A0A0A-YBE-TSO-0001ITP-00101exitActualInterruptibleBookedkWh/h;;Actual;;;;No actual interruptions of Interruptible capacity;2018-01-22T11:32:31+01:00;BE-TSO-0001;Fluxys Belgium;;2017-01-01T04:00:00+01:00;2019-01-01T04:00:00+01:00;;ITP-00101;Zelzate;;21X-BE-A-A0A0A-Y;21Z000000000019Y;kWh/h;
221;;Booked;Interruptible;5;exit;;;52017-01-01 03:00:00 +00:002019-01-01 03:00:00 +00:0021X-BE-A-A0A0A-YBE-TSO-0001ITP-00101exitPlannedInterruptibleBookedkWh/h;;Planned;;;;No planned interruption of Interruptible capacity;2018-01-22T11:32:31+01:00;BE-TSO-0001;Fluxys Belgium;;2017-01-01T04:00:00+01:00;2019-01-01T04:00:00+01:00;;ITP-00101;Zelzate;;21X-BE-A-A0A0A-Y;21Z000000000019Y;kWh/h;
222;;N/A;Interruptible;5;exit;;;52017-01-01 03:00:00 +00:002019-01-01 03:00:00 +00:0021X-BE-A-A0A0A-YBE-TSO-0001ITP-00101exitActualInterruptibleN/AkWh/h;;Actual;;;;No actual interruptions of Interruptible capacity;2018-01-22T11:32:31+01:00;BE-TSO-0001;Fluxys Belgium;;2017-01-01T04:00:00+01:00;2019-01-01T04:00:00+01:00;;ITP-00101;Zelzate;;21X-BE-A-A0A0A-Y;21Z000000000019Y;kWh/h;0.0
223;;N/A;Interruptible;5;exit;;;52017-01-01 03:00:00 +00:002019-01-01 03:00:00 +00:0021X-BE-A-A0A0A-YBE-TSO-0001ITP-00101exitPlannedInterruptibleN/AkWh/h;;Planned;;;;No planned interruption of Interruptible capacity;2018-01-22T11:32:31+01:00;BE-TSO-0001;Fluxys Belgium;;2017-01-01T04:00:00+01:00;2019-01-01T04:00:00+01:00;;ITP-00101;Zelzate;;21X-BE-A-A0A0A-Y;21Z000000000019Y;kWh/h;0.0
224;;Booked;Interruptible;5;entry;;;52017-01-01 03:00:00 +00:002019-01-01 03:00:00 +00:0021X-BE-A-A0A0A-YBE-TSO-0001ITP-00106entryActualInterruptibleBookedkWh/d;;Actual;;;;No actual interruptions of Interruptible capacity;2018-01-22T11:32:31+01:00;BE-TSO-0001;Fluxys Belgium;;2017-01-01T04:00:00+01:00;2019-01-01T04:00:00+01:00;;ITP-00106;Zeebrugge ZPT;;21X-BE-A-A0A0A-Y;21Z000000000046V;kWh/d;
225;;Booked;Interruptible;5;entry;;;52017-01-01 03:00:00 +00:002019-01-01 03:00:00 +00:0021X-BE-A-A0A0A-YBE-TSO-0001ITP-00106entryPlannedInterruptibleBookedkWh/d;;Planned;;;;No planned interruption of Interruptible capacity;2018-01-22T11:32:31+01:00;BE-TSO-0001;Fluxys Belgium;;2017-01-01T04:00:00+01:00;2019-01-01T04:00:00+01:00;;ITP-00106;Zeebrugge ZPT;;21X-BE-A-A0A0A-Y;21Z000000000046V;kWh/d;
226;;N/A;Interruptible;5;entry;;;52017-01-01 03:00:00 +00:002019-01-01 03:00:00 +00:0021X-BE-A-A0A0A-YBE-TSO-0001ITP-00106entryActualInterruptibleN/AkWh/d;;Actual;;;;No actual interruptions of Interruptible capacity;2018-01-22T11:32:31+01:00;BE-TSO-0001;Fluxys Belgium;;2017-01-01T04:00:00+01:00;2019-01-01T04:00:00+01:00;;ITP-00106;Zeebrugge ZPT;;21X-BE-A-A0A0A-Y;21Z000000000046V;kWh/d;0.0
227;;N/A;Interruptible;5;entry;;;52017-01-01 03:00:00 +00:002019-01-01 03:00:00 +00:0021X-BE-A-A0A0A-YBE-TSO-0001ITP-00106entryPlannedInterruptibleN/AkWh/d;;Planned;;;;No planned interruption of Interruptible capacity;2018-01-22T11:32:31+01:00;BE-TSO-0001;Fluxys Belgium;;2017-01-01T04:00:00+01:00;2019-01-01T04:00:00+01:00;;ITP-00106;Zeebrugge ZPT;;21X-BE-A-A0A0A-Y;21Z000000000046V;kWh/d;0.0
228;;Booked;Interruptible;5;exit;;;52017-01-01 03:00:00 +00:002019-01-01 03:00:00 +00:0021X-BE-A-A0A0A-YBE-TSO-0001ITP-00106exitActualInterruptibleBookedkWh/d;;Actual;;;;No actual interruptions of Interruptible capacity;2018-01-22T11:32:31+01:00;BE-TSO-0001;Fluxys Belgium;;2017-01-01T04:00:00+01:00;2019-01-01T04:00:00+01:00;;ITP-00106;Zeebrugge ZPT;;21X-BE-A-A0A0A-Y;21Z000000000046V;kWh/d;
229;;Booked;Interruptible;5;exit;;;52017-01-01 03:00:00 +00:002019-01-01 03:00:00 +00:0021X-BE-A-A0A0A-YBE-TSO-0001ITP-00106exitPlannedInterruptibleBookedkWh/d;;Planned;;;;No planned interruption of Interruptible capacity;2018-01-22T11:32:31+01:00;BE-TSO-0001;Fluxys Belgium;;2017-01-01T04:00:00+01:00;2019-01-01T04:00:00+01:00;;ITP-00106;Zeebrugge ZPT;;21X-BE-A-A0A0A-Y;21Z000000000046V;kWh/d;
230;;N/A;Interruptible;5;exit;;;52017-01-01 03:00:00 +00:002019-01-01 03:00:00 +00:0021X-BE-A-A0A0A-YBE-TSO-0001ITP-00106exitActualInterruptibleN/AkWh/d;;Actual;;;;No actual interruptions of Interruptible capacity;2018-01-22T11:32:31+01:00;BE-TSO-0001;Fluxys Belgium;;2017-01-01T04:00:00+01:00;2019-01-01T04:00:00+01:00;;ITP-00106;Zeebrugge ZPT;;21X-BE-A-A0A0A-Y;21Z000000000046V;kWh/d;0.0
231;;N/A;Interruptible;5;exit;;;52017-01-01 03:00:00 +00:002019-01-01 03:00:00 +00:0021X-BE-A-A0A0A-YBE-TSO-0001ITP-00106exitPlannedInterruptibleN/AkWh/d;;Planned;;;;No planned interruption of Interruptible capacity;2018-01-22T11:32:31+01:00;BE-TSO-0001;Fluxys Belgium;;2017-01-01T04:00:00+01:00;2019-01-01T04:00:00+01:00;;ITP-00106;Zeebrugge ZPT;;21X-BE-A-A0A0A-Y;21Z000000000046V;kWh/d;0.0
232;;Booked;Interruptible;5;entry;;;52017-01-01 03:00:00 +00:002019-01-01 03:00:00 +00:0021X-BE-A-A0A0A-YBE-TSO-0001ITP-00106entryActualInterruptibleBookedkWh/h;;Actual;;;;No actual interruptions of Interruptible capacity;2018-01-22T11:32:31+01:00;BE-TSO-0001;Fluxys Belgium;;2017-01-01T04:00:00+01:00;2019-01-01T04:00:00+01:00;;ITP-00106;Zeebrugge ZPT;;21X-BE-A-A0A0A-Y;21Z000000000046V;kWh/h;
233;;Booked;Interruptible;5;entry;;;52017-01-01 03:00:00 +00:002019-01-01 03:00:00 +00:0021X-BE-A-A0A0A-YBE-TSO-0001ITP-00106entryPlannedInterruptibleBookedkWh/h;;Planned;;;;No planned interruption of Interruptible capacity;2018-01-22T11:32:31+01:00;BE-TSO-0001;Fluxys Belgium;;2017-01-01T04:00:00+01:00;2019-01-01T04:00:00+01:00;;ITP-00106;Zeebrugge ZPT;;21X-BE-A-A0A0A-Y;21Z000000000046V;kWh/h;
234;;N/A;Interruptible;5;entry;;;52017-01-01 03:00:00 +00:002019-01-01 03:00:00 +00:0021X-BE-A-A0A0A-YBE-TSO-0001ITP-00106entryActualInterruptibleN/AkWh/h;;Actual;;;;No actual interruptions of Interruptible capacity;2018-01-22T11:32:31+01:00;BE-TSO-0001;Fluxys Belgium;;2017-01-01T04:00:00+01:00;2019-01-01T04:00:00+01:00;;ITP-00106;Zeebrugge ZPT;;21X-BE-A-A0A0A-Y;21Z000000000046V;kWh/h;0.0
235;;N/A;Interruptible;5;entry;;;52017-01-01 03:00:00 +00:002019-01-01 03:00:00 +00:0021X-BE-A-A0A0A-YBE-TSO-0001ITP-00106entryPlannedInterruptibleN/AkWh/h;;Planned;;;;No planned interruption of Interruptible capacity;2018-01-22T11:32:31+01:00;BE-TSO-0001;Fluxys Belgium;;2017-01-01T04:00:00+01:00;2019-01-01T04:00:00+01:00;;ITP-00106;Zeebrugge ZPT;;21X-BE-A-A0A0A-Y;21Z000000000046V;kWh/h;0.0
236;;Booked;Interruptible;5;exit;;;52017-01-01 03:00:00 +00:002019-01-01 03:00:00 +00:0021X-BE-A-A0A0A-YBE-TSO-0001ITP-00106exitActualInterruptibleBookedkWh/h;;Actual;;;;No actual interruptions of Interruptible capacity;2018-01-22T11:32:31+01:00;BE-TSO-0001;Fluxys Belgium;;2017-01-01T04:00:00+01:00;2019-01-01T04:00:00+01:00;;ITP-00106;Zeebrugge ZPT;;21X-BE-A-A0A0A-Y;21Z000000000046V;kWh/h;
237;;Booked;Interruptible;5;exit;;;52017-01-01 03:00:00 +00:002019-01-01 03:00:00 +00:0021X-BE-A-A0A0A-YBE-TSO-0001ITP-00106exitPlannedInterruptibleBookedkWh/h;;Planned;;;;No planned interruption of Interruptible capacity;2018-01-22T11:32:31+01:00;BE-TSO-0001;Fluxys Belgium;;2017-01-01T04:00:00+01:00;2019-01-01T04:00:00+01:00;;ITP-00106;Zeebrugge ZPT;;21X-BE-A-A0A0A-Y;21Z000000000046V;kWh/h;
238;;N/A;Interruptible;5;exit;;;52017-01-01 03:00:00 +00:002019-01-01 03:00:00 +00:0021X-BE-A-A0A0A-YBE-TSO-0001ITP-00106exitActualInterruptibleN/AkWh/h;;Actual;;;;No actual interruptions of Interruptible capacity;2018-01-22T11:32:31+01:00;BE-TSO-0001;Fluxys Belgium;;2017-01-01T04:00:00+01:00;2019-01-01T04:00:00+01:00;;ITP-00106;Zeebrugge ZPT;;21X-BE-A-A0A0A-Y;21Z000000000046V;kWh/h;0.0
239;;N/A;Interruptible;5;exit;;;52017-01-01 03:00:00 +00:002019-01-01 03:00:00 +00:0021X-BE-A-A0A0A-YBE-TSO-0001ITP-00106exitPlannedInterruptibleN/AkWh/h;;Planned;;;;No planned interruption of Interruptible capacity;2018-01-22T11:32:31+01:00;BE-TSO-0001;Fluxys Belgium;;2017-01-01T04:00:00+01:00;2019-01-01T04:00:00+01:00;;ITP-00106;Zeebrugge ZPT;;21X-BE-A-A0A0A-Y;21Z000000000046V;kWh/h;0.0
240;;Booked;Interruptible;5;entry;;;52017-01-01 03:00:00 +00:002019-01-01 03:00:00 +00:0021X-BE-A-A0A0A-YBE-TSO-0001ITP-00065entryActualInterruptibleBookedkWh/d;;Actual;;;;No actual interruptions of Interruptible capacity;2018-01-22T11:32:31+01:00;BE-TSO-0001;Fluxys Belgium;;2017-01-01T04:00:00+01:00;2019-01-01T04:00:00+01:00;;ITP-00065;Poppel (BE) // Hilvarenbeek/Zandvliet-L (NL);;21X-BE-A-A0A0A-Y;21Z000000000067N;kWh/d;
241;;Booked;Interruptible;5;entry;;;52017-01-01 03:00:00 +00:002019-01-01 03:00:00 +00:0021X-BE-A-A0A0A-YBE-TSO-0001ITP-00065entryPlannedInterruptibleBookedkWh/d;;Planned;;;;No planned interruption of Interruptible capacity;2018-01-22T11:32:31+01:00;BE-TSO-0001;Fluxys Belgium;;2017-01-01T04:00:00+01:00;2019-01-01T04:00:00+01:00;;ITP-00065;Poppel (BE) // Hilvarenbeek/Zandvliet-L (NL);;21X-BE-A-A0A0A-Y;21Z000000000067N;kWh/d;
242;;N/A;Interruptible;5;entry;;;52017-01-01 03:00:00 +00:002019-01-01 03:00:00 +00:0021X-BE-A-A0A0A-YBE-TSO-0001ITP-00065entryActualInterruptibleN/AkWh/d;;Actual;;;;No actual interruptions of Interruptible capacity;2018-01-22T11:32:31+01:00;BE-TSO-0001;Fluxys Belgium;;2017-01-01T04:00:00+01:00;2019-01-01T04:00:00+01:00;;ITP-00065;Poppel (BE) // Hilvarenbeek/Zandvliet-L (NL);;21X-BE-A-A0A0A-Y;21Z000000000067N;kWh/d;0.0
243;;N/A;Interruptible;5;entry;;;52017-01-01 03:00:00 +00:002019-01-01 03:00:00 +00:0021X-BE-A-A0A0A-YBE-TSO-0001ITP-00065entryPlannedInterruptibleN/AkWh/d;;Planned;;;;No planned interruption of Interruptible capacity;2018-01-22T11:32:31+01:00;BE-TSO-0001;Fluxys Belgium;;2017-01-01T04:00:00+01:00;2019-01-01T04:00:00+01:00;;ITP-00065;Poppel (BE) // Hilvarenbeek/Zandvliet-L (NL);;21X-BE-A-A0A0A-Y;21Z000000000067N;kWh/d;0.0
244;;Booked;Interruptible;5;exit;;;52017-01-01 03:00:00 +00:002019-01-01 03:00:00 +00:0021X-BE-A-A0A0A-YBE-TSO-0001ITP-00065exitActualInterruptibleBookedkWh/d;;Actual;;;;No actual interruptions of Interruptible capacity;2018-01-22T11:32:31+01:00;BE-TSO-0001;Fluxys Belgium;;2017-01-01T04:00:00+01:00;2019-01-01T04:00:00+01:00;;ITP-00065;Poppel (BE) // Hilvarenbeek/Zandvliet-L (NL);;21X-BE-A-A0A0A-Y;21Z000000000067N;kWh/d;
245;;Booked;Interruptible;5;exit;;;52017-01-01 03:00:00 +00:002019-01-01 03:00:00 +00:0021X-BE-A-A0A0A-YBE-TSO-0001ITP-00065exitPlannedInterruptibleBookedkWh/d;;Planned;;;;No planned interruption of Interruptible capacity;2018-01-22T11:32:31+01:00;BE-TSO-0001;Fluxys Belgium;;2017-01-01T04:00:00+01:00;2019-01-01T04:00:00+01:00;;ITP-00065;Poppel (BE) // Hilvarenbeek/Zandvliet-L (NL);;21X-BE-A-A0A0A-Y;21Z000000000067N;kWh/d;
246;;N/A;Interruptible;5;exit;;;52017-01-01 03:00:00 +00:002019-01-01 03:00:00 +00:0021X-BE-A-A0A0A-YBE-TSO-0001ITP-00065exitActualInterruptibleN/AkWh/d;;Actual;;;;No actual interruptions of Interruptible capacity;2018-01-22T11:32:31+01:00;BE-TSO-0001;Fluxys Belgium;;2017-01-01T04:00:00+01:00;2019-01-01T04:00:00+01:00;;ITP-00065;Poppel (BE) // Hilvarenbeek/Zandvliet-L (NL);;21X-BE-A-A0A0A-Y;21Z000000000067N;kWh/d;0.0
